Site,Begin,End,Estimated.Total.Span,Peak.Pop
NA 9331,875,1250,375,12
NA 9332,1100,1225,125,9
NA 9333,1075,1250,175,6
NA 9334,1025,1150,125,6
NA 9335,1100,1250,150,9
NA 9336,1100,1225,125,9
NA 9337,1100,1250,150,6
NA 9338,1100,1225,125,6
NA 9340,1050,1150,100,3
NA 9345,1050,1150,100,15
NA 9349,1100,1225,125,4
NA 9350,1050,1225,175,9
NA 9351,1100,1225,125,
NA 9352,1100,1225,125,9
NA 9353,1050,1150,100,6
NA 9354,825,1150,325,9
NA 9355,825,1000,175,6
NA 9356,1050,1225,175,6
NA 9357,1150,1225,75,12
NA 9358,1100,1225,125,6
NA 9359,1050,1150,100,6
NA 9360,1050,1250,200,6
NA 9361,1100,1225,125,6
NA 9362,1100,1225,125,6
NA 9363,1100,1225,125,9
NA 9364,1100,1225,125,24
NA 9365,1050,1150,100,6
NA 9367,850,1250,400,3
NA 9368,1050,1150,100,9
NA 9369,600,1150,550,6
NA 9370,1050,1150,100,9
NA 9371,1100,1225,125,9
NA 9372,1100,1250,150,10
NA 9375,1050,1150,100,7
NA 9376,1050,1150,100,6
NA 9377,1050,1150,100,3
NA 9378,1050,1150,100,13
NA 9379,1050,1250,200,
NA 9380,1100,1225,125,6
NA 9381,1050,1225,175,
NA 9383,1100,1250,150,6
NA 9384,1050,1150,100,6
NA 9385,1050,1150,100,13
NA 9386,1050,1250,200,15
NA 9387,1050,1250,200,
NA 9388,1075,1150,75,6
NA 9389,1050,1150,100,6
NA 9390,1050,1225,175,9
NA 9391,1050,1225,175,7
NA 9392,1050,1225,175,
NA 9393,1050,1225,175,12
NA 9394,1100,1250,150,9
NA 9395,1075,1150,75,3
NA 9396,1100,1225,125,6
NA 9397,1050,1150,100,15
NA 9398,1100,1225,125,20
NA 9399,1050,1150,100,7
NA 9401,1100,1225,125,7
NA 9402,1100,1225,125,6
NA 9403,1100,1225,125,6
NA 9404,1100,1225,125,7
NA 9405,1100,1225,125,9
NA 9406,1100,1250,150,12
NA 9407,1100,1225,125,9
NA 9408,1100,1250,150,3
NA 9409,1050,1225,175,6
NA 9411,1050,1175,125,40
NA 9456,1050,1200,150,3
NA 9457,1150,1225,75,
NA 9460,1050,1200,150,20
NA 9461,1075,1175,100,
NA 9505,1025,1225,200,
NA 9506,825,1175,350,
NA 9507,600,1200,600,
NA 9508,1025,1225,200,
NA 9840a,1075,1175,100,5
NA 9840b,1075,1225,150,5
Naaki Hooghan,1075,1225,150,6
Naat'a'anii Bikin,1250,1300,50,30
Nagashi Bikin,825,1300,475,20
Nakyaovi,1150,1300,150,115
Nambe Bugge,1325,1450,125,202
NAN Ranch,1000,1125,125,250
Naschitti,900,1000,100,45
NAU-78-111,600,950,350,
NAU-78-119a,600,850,250,
NAU-78-121,600,950,350,
NAU-78-123,625,850,225,
NAU-78-3,1625,1900,275,
Navahuu,1150,1450,300,125
Navajo Bill Tank,1325,1450,125,100
Navajo Springs,1000,1150,150,60
Navajo Territorial Gov't Complex,850,925,75,
Nephi Mounds,1100,1250,150,19
Newcomb Community,1000,1150,150,400
Ninas Hill,1250,1300,50,1
NM G:9:1 (ASU),550,925,375,14
NM G:9:10 (ASU),700,1300,600,21
NM G:9:100 (ASU),1100,1300,200,27
NM G:9:11 (ASU),550,950,400,9
NM G:9:12 (ASU),1050,1175,125,14
NM G:9:15 (ASU),1025,1200,175,11
NM G:9:17 (ASU),1050,1200,150,10
NM G:9:2 (ASU),1050,1300,250,20
NM G:9:202 (ASU),550,850,300,3
NM G:9:208 (ASU),1250,1300,50,7
NM G:9:21 (ASU),1025,1200,175,4
NM G:9:211 (ASU),700,1300,600,2
NM G:9:212 (ASU),550,925,375,4
NM G:9:213 (ASU),1050,1150,100,8
NM G:9:214 (ASU),1025,1200,175,4
NM G:9:218 (ASU),1050,1200,150,1
NM G:9:219 (ASU),550,950,400,25
NM G:9:22 (ASU),1025,1200,175,14
NM G:9:223 (ASU),925,1175,250,9
NM G:9:224 (ASU),1050,1175,125,8
NM G:9:225 (ASU),1050,1200,150,4
NM G:9:226 (ASU),850,1200,350,1
NM G:9:23 (ASU),1050,1300,250,14
NM G:9:24 (ASU),1025,1200,175,22
NM G:9:25 (ASU),1025,1300,275,7
NM G:9:26 (ASU),1025,1200,175,4
NM G:9:29 (ASU),1025,1200,175,3
NM G:9:3 (ASU),875,1200,325,68
NM G:9:30 (ASU),1050,1150,100,13
NM G:9:31 (ASU),1050,1300,250,35
NM G:9:32 (ASU),550,1200,650,1
NM G:9:33 (ASU),1050,1200,150,3
NM G:9:34 (ASU),1050,1200,150,6
NM G:9:39 (ASU),1050,1200,150,20
NM G:9:4 (ASU),550,1200,650,27
NM G:9:40 (ASU),1025,1200,175,9
NM G:9:41 (ASU),700,1200,500,8
NM G:9:43 (ASU),875,1300,425,9
NM G:9:44 (ASU),700,1300,600,8
NM G:9:45 (ASU),1050,1300,250,5
NM G:9:46 (ASU),1100,1300,200,18
NM G:9:47 (ASU),700,1200,500,9
NM G:9:48 (ASU),1050,1300,250,9
NM G:9:49 (ASU),1100,1300,200,8
NM G:9:50 (ASU),1100,1300,200,9
NM G:9:51 (ASU),1025,1300,275,9
NM G:9:52 (ASU),1100,1300,200,17
NM G:9:53 (ASU),1100,1300,200,18
NM G:9:55 (ASU),1250,1300,50,
NM G:9:57 (ASU),700,1200,500,24
NM G:9:63 (ASU),550,850,300,8
NM G:9:64 (ASU),875,1300,425,18
NM G:9:65 (ASU),1050,1300,250,12
NM G:9:66 (ASU),1050,1200,150,16
NM G:9:74 (ASU),1100,1300,200,17
NM G:9:76 (ASU),550,950,400,18
NM G:9:77 (ASU),1050,1300,250,4
NM G:9:78 (ASU),1050,1300,250,19
NM G:9:79 (ASU),550,925,375,8
NM G:9:80 (ASU),1050,1200,150,4
NM G:9:81 (ASU),550,850,300,1
NM G:9:82 (ASU),550,850,300,12
NM G:9:83 (ASU),550,1200,650,9
NM G:9:84 (ASU),550,925,375,36
NM G:9:85 (ASU),700,1150,450,6
NM G:9:86 (ASU),1050,1200,150,4
NM G:9:87 (ASU),550,1200,650,5
NM G:9:89 (ASU),550,1300,750,18
NM G:9:9 (ASU),1050,1200,150,13
NM G:9:91 (ASU),1250,1300,50,3
NM G:9:92 (ASU),1050,1200,150,9
NM G:9:93 (ASU),1025,1200,175,1
NM G:9:94 (ASU),1050,1200,150,1
NM G:9:96 (ASU),850,1200,350,13
NM G:9:97 (ASU),700,1200,500,9
NM G:9:98 (ASU),700,1900,1200,25
NM G:9:99 (ASU),1100,1300,200,38
Noes Site,900,1200,300,10
North Atsinna,1200,1400,200,180
North Hills I,1000,1125,125,15
North Lowry,975,1175,200,65
North Mesa,1050,1250,200,22
North Point,875,1275,400,3
Northgate,1000,1125,125,1
Nuestra Senora,1475,1625,150,35
Oak Creek Pueblo,1325,1375,50,35
Oak Creek--Sedona,1300,1400,100,65
Oak Springs Pueblo,1050,1200,150,
Oak Tree,1200,1300,100,45
Oak Wash--Zuni,1050,1150,100,20
Ogapoge,1300,1900,600,800
Ojasen,1000,1125,125,3
Ojo Bonito,1275,1450,175,225
Ojo del Carbonero,1200,1450,250,
Ojo del Coyote,1200,1450,250,
Ojo del Mesquite,900,1350,450,50
Ojo del Pato Planco,900,1100,200,
Ojo del Zorra,1300,1450,150,80
Ojo Negro,1300,1450,150,80
Ojo Pueblo,1200,1300,100,667
Ojos Calientes de Santo Domingo,1200,1450,250,
Ojos de San Francisco,1200,1450,250,50
Old Caves,1125,1300,175,70
Old Corn Site,850,1325,475,
Old Nambe,1350,1925,575,300
Old Road,1100,1250,150,
Old Songoopavi I,1200,1450,250,500
Old Songoopavi II,1325,1450,125,1150
Old Songopavi,1300,1375,75,1900
Old Taos,1275,1425,150,250
Old Woman,1100,1250,150,
"Olla Cave, Cave Valley",1200,1450,250,15
Olla House,875,1275,400,22
O'Malley Shelter,1100,1200,100,
Omawovi,1050,1300,250,50
Opuntia House,1150,1225,75,
Oquitoa Church,700,1150,450,15
Organ Rock,1125,1300,175,75
Ormand Village,1325,1450,125,125
Otherside,1250,1300,50,45
Overlook,1100,1250,150,2
Owen Site,1075,1175,100,20
Owens-Colvin,1150,1450,300,65
Oyawidi,1350,1450,100,50
P Ranch Canyon site,950,1125,175,13
P10,1200,1300,100,
P11,1200,1300,100,
P12,1200,1300,100,
P13,1200,1300,100,
P15,600,900,300,
P16,1200,1300,100,
P2,1200,1300,100,
P22,600,900,300,
P23,900,1200,300,
P24,1200,1300,100,6
P25,1200,1300,100,
P28,1200,1300,100,
P29,900,1300,400,
P3,900,1300,400,
P31,1200,1400,200,
P34,1000,1300,300,
P36,600,950,350,
P38,1200,1300,100,
P39,1200,1300,100,
P4,900,1300,400,12
P43,1200,1550,350,
P44,1200,1300,100,
P48,1200,1400,200,
P49,900,1200,300,
P50,1200,1300,100,
P51,900,1050,150,
P56,900,1550,650,
P57,900,1300,400,
P58,1200,1550,350,
P59,1175,1550,375,
P64,900,1300,400,
P9,1200,1300,100,
Pa'ako,1200,1700,500,1530
Paaqaba,600,1300,700,75
Padilla Well,850,1150,300,20
Pague Well,900,1125,225,30
Painted Kiva Site,600,1175,575,6
Palisade,1300,1450,150,42
Palo Verde Ruin,850,1100,250,114
Palopardo,700,1450,750,15
PAO:83:31,1000,1100,100,2
PAO:83:32,1375,1450,75,2
PAO:83:34,1000,1250,250,
Papalote Nuevo,1350,1450,100,
Paqoltsomo,1100,1250,150,25
Paquime,1200,1450,250,3800
Paragas Pueblo,1325,1900,575,175
Paragonah,1100,1250,150,39
Parker Site,875,1050,175,95
Parunuweap Knoll,1075,1175,100,
Patokwa,1500,1750,250,600
Patty Alsenay Site,1050,1275,225,10
Paviovi,1200,1300,100,25
Payupki,1675,1775,100,190
Peach Springs,900,1150,250,30
Penasco Blanco,850,1150,300,200
Pendleton,1200,1450,250,150
Penole,1050,1325,275,100
Pentagon Site,950,1200,250,6
Perage,1350,1500,150,1500
Perkinsville Ruin,1275,1375,100,85
Pescado Mesa,1200,1300,100,723
Pescado West,1200,1450,250,445
Pesedeuinge,1350,1550,200,593
Pete's Cabin Ruin,1200,1375,175,50
Pharo Village,1100,1250,150,13
Phelps,900,1400,500,10
Phyllis,1125,1300,175,50
Pichilingue 1,800,1200,400,1
Pickup Pueblo,1100,1350,250,6
Piedras Marcadas,1400,1700,300,1500
Piedras Negras,1100,1275,175,150
Pierre's El Faro,1000,1125,125,15
Pierre's House A,1050,1250,200,11
Pierre's House B/C,1000,1150,150,12
Piglet,1100,1250,150,38
Pigpen Ranch,900,1450,550,50
"Pillar Mound, Livingston Mound",1200,1325,125,8
Pine Park Shelter,1100,1250,150,
Pinedale Ruin,1275,1325,50,347
Pink Arrow,1325,1450,125,100
Pinnacle Ruin,1250,1300,50,150
Pinon Ruin,1200,1300,100,100
Pinto Point Mound,1175,1325,150,28
Pioge,1350,1900,550,1200
Piper Springs,1300,1450,150,13
Pivanhonkiopi,1200,1300,100,35
Playa Site,900,1125,225,
Plaza Montoya,1525,1625,100,250
Plaza Site,1100,1250,150,6
Point of Pines Ruin,1300,1325,25,800
Point Pueblo,850,1225,375,
Pojoaque,1350,1900,550,750
Pollack Ruin,1075,1250,175,55
Polles Pueblo,1300,1450,150,184
Ponderosa Ranch Ruin,1000,1125,125,
Ponsipa'akeri,1350,1525,175,1535
Poplar Knob,975,1300,325,3
Porcupine Site,1175,1325,150,4
Porcupine Wash,1200,1300,100,60
Pose'uinge,1350,1550,200,2204
Poshuouingue,1400,1550,150,750
Pot Creek,1150,1400,250,700
Potential Site,1250,1300,50,8
Pottery Hill--Silver Creek,1050,1300,250,60
Pottery Mound,1350,1500,150,750
Pottery Point Ruin,1275,1400,125,30
Powakwaiye,1125,1200,75,50
Prater Village,975,1175,200,225
Presilla del Sur,1050,1275,225,50
Prickly Saguaro,1050,1300,250,2
Prieta Vista,1100,1350,250,15
Puaray (Bandelier),1400,1900,500,525
Puaray (Schroeder),1400,1500,100,250
Puebla Point Site,1125,1200,75,65
Pueblito de Pasto,1325,1500,175,76
Pueblito Pueblo,1100,1425,325,250
Pueblo Alamo,1150,1425,275,100
Pueblo Alto,1025,1150,125,80
Pueblo Amelia,1325,1500,175,388
Pueblo Blanco,750,1450,700,13
Pueblo Blanco--Rio Grande,1350,1500,150,2225
Pueblo Bonito,875,1150,275,300
Pueblo Calabsallas,1325,1600,275,45
Pueblo Canada,1150,1350,200,500
Pueblo Cardo,1150,1350,200,28
Pueblo Carrejo,1100,1300,200,15
Pueblo Cerrito,1050,1300,250,23
Pueblo Corrales,1300,1525,225,750
Pueblo de Arena,1475,1700,225,36
Pueblo de la Presilla,1325,1500,175,115
Pueblo de las Dunes,1325,1450,125,679
Pueblo de los Golondrinas,800,925,125,41
Pueblo de los Muertos,1200,1400,200,880
Pueblo del Arroyo,1050,1175,125,275
Pueblo del Encierro,1325,1550,225,230
Pueblo del Monte,1300,1450,150,56
Pueblo del Ojito,1325,1450,125,88
Pueblo del Viento,1025,1200,175,22
Pueblo Grande,950,1450,500,567
Pueblo La Plata,1300,1400,100,80
Pueblo Largo,1325,1450,125,734
Pueblo Los Padillas,1300,1450,150,50
Pueblo Maigua,1125,1675,550,450
Pueblo Oso Negro,1325,1500,175,440
Pueblo Pardo,1400,1675,275,700
Pueblo Pato,1300,1450,150,207
Pueblo Patricio,750,1450,700,1
Pueblo Pintado,975,1250,275,90
Pueblo Quatro Cerros,1200,1450,250,88
Pueblo Salado,1325,1450,125,65
Pueblo San Acacia,1325,1500,175,60
Pueblo Sarco,1150,1450,300,180
Pueblo Sin Casas,1100,1350,250,3
Puerco Ruin,1275,1400,125,167
Purcell Pueblo; 41EP791,1175,1350,175,10
Putskovi,1050,1300,250,40
Pyramid Point Complex,1200,1350,150,25
Qaotaqtipu,1050,1300,250,12
Qootsaptuvela,1375,1450,75,1250
Quail Run,1000,1125,125,5
Qualacu,1325,1550,225,150
Quarteles Pueblo,1350,1450,100,50
Rabid Ruin,1150,1350,200,25
Radford Cave,1100,1250,150,
Radford Roost,1100,1250,150,3
Rainbow House,1400,1550,150,100
Rainbow Spring,1050,1675,625,108
Ram Mesa,875,1150,275,14
Ramos,1200,1450,250,80
Rancho Blanco,1200,1450,250,250
Rancho Santa Ana,800,1200,400,
Rancho Sin Vacas,950,1125,175,1
Rattail Ruin,1050,1300,250,200
Rattlesnake House I & II,1300,1450,150,98
Rattlesnake Mesa,1275,1450,175,20
Rattlesnake Point,1275,1450,175,95
Recapture GK,875,1050,175,
Red Ant Site,550,950,400,
Red Canyon Pueblo,1325,1400,75,45
Red Creek Ruin,1200,1400,200,40
Red House,1150,1300,150,70
Red Knobs,800,1175,375,90
Red Pottery Mound,800,925,125,
Red Rock House,1325,1400,75,30
Red Willow,1000,1150,150,10
Red Willow II,1200,1275,75,30
Redtail,1350,1450,100,117
Reeve Ruin,1300,1450,150,28
Reservoir--Northern San Juan,975,1175,200,
Reusch Site,1075,1175,100,3
Richardson Orchard,975,1400,425,4
Richinbar Site (B),1300,1450,150,35
Rich's Ruin,975,1250,275,50
Ridge Ruin,1025,1250,225,21
Rillito Fan,1050,1450,400,75
Rincon Canyon,1200,1450,250,50
Rincon Great Kiva,800,1175,375,
Ring Site,1200,1350,150,1
Riverside,900,1100,200,7
Roach Wash,1275,1450,175,8
Roadkill,550,925,375,300
Roadmap Pueblo--Rio Grande,1100,1350,250,50
Rock Ball Court Site,750,850,100,60
Rocky Arroyo,1175,1400,225,3
Rocky Point,1050,1225,175,100
Rodieto,700,1150,450,15
Romero Ruin,700,1150,450,150
Ronnie--Eastern Mimbres,1000,1125,125,8
Roosevelt 9:13,1050,1275,225,30
Round Spring,1100,1250,150,
Roundy Ruin,1050,1275,225,35
Rowe,1300,1425,125,255
Rudd Creek Pueblo,1200,1300,100,65
Ruins Tank,1325,1400,75,100
Running Water Site (Graybill 2),1000,1125,125,14
Sacramento Pueblo,1100,1350,250,19
Sacred Ridge,700,875,175,
Saddle Bronc,1200,1450,250,20
Saguaro Muerto,1275,1325,50,20
Sahauripa,1350,1450,100,15
Sahkeowinge,1350,1450,100,1000
Saige McFarland,775,1125,350,60
SAK Site,1050,1200,150,1
Salina Springs,1050,1300,250,75
Salmon,1050,1275,225,195
Salome Ruin,1075,1400,325,29
Salt Lake Airport,1100,1250,150,
Salt Point,700,1750,1050,
Saltbush Pueblo,1150,1350,200,15
Sam Bia Site,850,925,75,12
Sambrito Village,800,1750,950,
San Antonio,1175,1925,750,250
San Buenaventura,1200,1450,250,250
San Francisco,1475,1625,150,12
San Jeronimo,1200,1450,250,50
San Juan Biwall,575,1250,675,
San Marcos,1350,1525,175,2636
San Mateo,925,1150,225,112
San Miguel,1325,1525,200,100
San Miguel de Babicora,1200,1450,250,250
San Pasqual,1325,1600,275,875
San Pasqualito,1325,1500,175,37
San Xavier Bridge,1000,1350,350,50
Sand Canyon Pueblo,1175,1275,100,530
Sand Dune Site,1275,1325,50,10
Sand Hill Site,1075,1300,225,
Sandcliffe,1000,1125,125,3
Sanders GH,875,1150,275,40
Sandoval Pueblo,1350,1450,100,136
Sanostee,875,1125,250,16
Sanovi,625,1100,475,150
Sanrace Cliff Dwelling,1300,1400,100,25
Santa Ana--Sonora,800,1200,400,1
Santa Clara,1350,1450,100,750
Santa Clara--Northern Chihuahua,1200,1450,250,50
Santa Cruz Sonora,1350,1450,100,15
Santa Rosa de Lima,1750,1900,150,31
Santa Rosa Sonora,700,1150,450,15
Sapawe,1350,1550,200,2541
Sapillo Campground Pueblo,1025,1350,325,
Sapo Seco,1200,1300,100,7
Saric,700,1150,450,15
Sawmill Site,1050,1200,150,9
Scaffold House,1225,1300,75,37
Schoolhouse Point Mesa Complex,1100,1325,225,72
Schoolhouse Point Mound,1275,1450,175,137
Scorpion,1000,1125,125,8
Scott Site,1100,1250,150,
Scribe S,1200,1300,100,410
Second Canyon Compound,1325,1450,125,21
Sedillo Pueblo,1150,1275,125,40
Segazlin Mesa Group,1225,1300,75,90
Seven Mile Ruin,600,1350,750,50
Seven Springs,1100,1300,200,175
Seven Step Kiva,1200,1275,75,13
Seven Towers,1100,1250,150,175
Sevilleta Pueblo,900,1625,725,165
Sgt. Doyle Pueblo; 41EP18,1125,1350,225,3
Shannon Bluff-Point,850,1225,375,75
Sharon Site,1150,1450,300,12
Sherwood Ranch,1050,1325,275,267
Shields Pueblo,975,1250,275,151
Shipman,1325,1500,175,250
Shohakka,1325,1500,175,90
Shufinne,1150,1350,200,73
Shumway Ruin,1275,1400,125,433
Sikyatki,1375,1450,75,500
Sikyatuupela,1000,1100,100,6
Silverbell-Coachline,700,850,150,51
Singing Shelter,800,925,125,
Siphon Draw,850,1125,275,150
Site 30,550,900,350,
SJ Hamlet,1000,1125,125,2
Skull Site,1000,1300,300,10
Skunk Springs,850,1275,425,203
Slade,1050,1300,250,35
Slaughter Ranch,1350,1450,100,50
Small Jar Pueblo,1075,1175,100,6
Small Klagetoh,1250,1300,50,35
Smiley's Well,1000,1450,450,3
Snake Rock Village,1100,1250,150,25
Snake Valley (9 sites),1100,1250,150,
SON F:01:7,700,1150,450,
SON F:01:8,700,1150,450,
SON F:02:1,700,1150,450,
SON F:02:13,700,1150,450,
SON F:02:14,700,1150,450,
SON F:02:17,700,1150,450,
SON F:02:18,700,1150,450,
SON F:02:19,700,1150,450,
SON F:02:22,700,1150,450,
SON F:02:23,700,1450,750,3
SON F:02:25,700,1150,450,3
SON F:02:29,700,1150,450,
SON F:02:31,700,1150,450,
SON F:02:33,700,1150,450,
SON F:02:34,700,1150,450,
SON F:02:35,700,1150,450,
SON F:02:36,700,1150,450,
SON F:02:37,700,1150,450,
SON F:02:38,700,1150,450,
SON F:02:39,700,1150,450,
SON F:02:40,700,1150,450,
SON F:02:41,700,1150,450,
SON F:02:43,700,1150,450,
SON F:02:44,700,1150,450,20
SON F:02:45,700,1150,450,
SON F:02:46,700,1150,450,
SON F:02:47,700,1150,450,
SON F:02:48,700,1150,450,1
SON F:02:49,700,1150,450,
SON F:02:50,700,1150,450,
SON F:02:51,700,1150,450,
SON F:02:52,700,1150,450,
SON F:02:53,700,1150,450,
SON F:02:54,700,1150,450,
SON F:02:55,700,1150,450,
SON F:02:56,700,1150,450,
SON F:02:58,700,1150,450,
SON F:02:59,700,1150,450,
SON F:02:60,700,1150,450,
SON F:02:67,700,1150,450,
SON F:02:68,700,1150,450,
SON F:02:69,700,1150,450,
SON F:02:70,700,1150,450,
SON F:02:73,700,1150,450,29
SON F:02:76,700,1150,450,
SON F:02:77,700,1150,450,9
SON F:02:78,700,1150,450,20
SON F:02:82,700,1150,450,
SON F:05:14,700,1150,450,
SON F:05:15,700,1150,450,
SON F:05:5,700,1150,450,
SON F:06:10,700,1150,450,
SON F:06:12,700,1150,450,3
SON F:06:14,700,1150,450,
SON F:06:15,700,1150,450,
SON F:06:16,700,1150,450,
SON F:06:17,700,1150,450,
SON F:06:19,700,1150,450,
SON F:06:20,700,1150,450,1
SON F:06:21,700,1150,450,
SON F:06:3,700,1150,450,
SON F:06:5,700,1150,450,31
SON F:06:6,700,1150,450,20
Son I:11:11,700,1100,400,
Son I:11:5A,700,1100,400,
Son I:11:5B,700,1100,400,
Son I:11:6,700,1100,400,
Son I:15:1,800,1100,300,
Son I:16:2,700,1100,400,3
Son I:16:4,700,1100,400,
Son I:16:5,700,1100,400,
Son I:7:10,700,1100,400,3
Son I:7:3,700,1100,400,
Son I:7:7,700,1100,400,
Son I:7:8,700,1100,400,
Son I:7:9,700,1100,400,
Son J:13:1,700,1100,400,
Son M:4:6,700,1100,400,
Son N:2:2,700,1100,400,
SON P:10:40,800,1200,400,2
SON P:10:68,800,1200,400,10
SON P:10:73,800,1200,400,6
SON P:10:78,800,1200,400,7
SON P:10:83,800,1200,400,3
SON P:10:93,800,1200,400,2
SON P:10:98,800,1200,400,2
SON P:6:16,800,1200,400,1
SON P:6:18,800,1200,400,1
South Leggett Pueblo,1050,1175,125,
South Ruin,1200,1300,100,40
South Temple,1100,1250,150,5
Spear Ranch,1275,1325,50,75
Spencer Site,1100,1250,150,
Spier 175,1275,1450,175,125
Spier 228,1300,1400,100,125
Spier 81,1200,1300,100,371
Spotted Mountain Pueblo,1325,1400,75,85
Spring Site,1250,1300,50,
Springerville Area Site R57-59,1100,1300,200,20
Springstead,850,1150,300,10
Spur Cross Ranch,1300,1350,50,28
Squaw Creek Ruin,1325,1375,50,190
Squaw Springs,875,1250,375,23
St. Mary's,800,1150,350,13
Stailey,1125,1400,275,15
Standing Fall House,600,1175,575,15
Standing Rock,1000,1150,150,36
Star Butte,1200,1300,100,21
Starkweather Ruin,775,900,125,12
Sterling,925,1250,325,40
Stewart Ranch,900,1300,400,150
Stone Altar,800,1200,400,
Stone Axe Ruin,1250,1450,200,150
Stone Circle House,1150,1300,150,
Stone House Flat No.1,1050,1400,350,13
SU Site,1050,1200,150,
Subterraneo,1200,1450,250,
Sugarloaf Site,1250,1400,150,52
Sun Forehead,1200,1300,100,100
Sundown,1050,1175,125,8
Sunset Mesa,950,1150,200,13
Surprise Pueblo,1050,1300,250,13
Swallow's Nest,1225,1300,75,19
Swarts Ruin,1000,1125,125,175
Swingle's Sample,1275,1450,175,25
Switchback Site,875,1200,325,5
Sycamore Well,1200,1450,250,80
Table Rock Pueblo,1275,1450,175,80
Tachini Point,1100,1300,200,40
Talbot Ranch Site,1200,1375,175,150
Tanque Verde Village,1150,1350,200,50
Tanque Verde Wash,1000,1100,100,19
Taos,1300,1925,625,1000
Tash-Katze,1325,1500,175,200
Tawa'ovi,1200,1300,100,625
Taylor Springs,1250,1300,50,175
Techado Spring,1200,1325,125,500
Teec Nos Pos,975,1250,275,28
Te'ewi,1150,1350,200,892
Temporal,1000,1125,125,
Terry Canyon Village,725,1025,300,
Tesuque,1350,1550,200,750
Tesuque Williams,875,1200,325,40
The Fox Place,1200,1400,200,36
The Landing Site,1025,1200,175,15
The Merchant Site,1200,1450,250,19
The Overkill Site,1000,1100,100,6
The Twins Northeast,850,1150,300,2
Thief Site,1200,1300,100,50
Three Circle Site,750,900,150,69
Three Courts Pueblo,1050,1250,200,10
Three Dog Site,1250,1300,50,15
Three Kiva Ruin,800,1275,475,15
Three Mile Ruin,1050,1200,150,14
Three Pines Pueblo,1050,1200,150,4
Three Rivers,1200,1400,200,250
Three Turkey House,1175,1275,100,20
Three-C Site,875,1050,175,
Three-Corner House,850,1250,400,9
Thunder Ridge,1050,1200,150,
Tibidehuachi,1200,1450,250,
Tiffany Pueblo,1325,1675,350,50
Timber Draw,900,1125,225,2
Timberlake,1200,1450,250,200
Tinaja,1200,1300,100,163
TJ Ruin,900,1125,225,200
Tla Kii,1150,1275,125,20
To Dil Hil Dry Lake,1050,1275,225,100
Tocito North,875,1125,250,
Tocito South,1025,1150,125,
Togetzoge,1325,1450,125,157
Toh La Kai,1050,1175,125,18
Tom Mathews Dig,1050,1150,100,
Tom's Rock,1050,1300,250,100
Tonto Cliff Dwellings,1325,1450,125,96
Totaskwinu,1325,1700,375,300
Tovakwa,1300,1750,450,1850
Tower House,1250,1300,50,60
Toyee,1000,1150,150,9
Tres Campos,1075,1175,100,3
Tres Pueblos,1275,1450,175,4
Triangle Cave; 42Ga28,900,1225,325,
Trosovi,1150,1275,125,17
Tsakeni,1150,1225,75,
Tsakpahu,1250,1450,200,850
Tsama,1350,1550,200,1330
Tsankawi,1350,1550,200,300
Tse Bee Kintsoh,1050,1150,100,30
Tse Chizzi,1050,1175,125,20
Tse La Vie,1000,1175,175,
Tse Lichii,1050,1225,175,12
Tseyatoh,1000,1300,300,60
Tsigubu'u Pueblo,1150,1450,300,100
Tsin Kletzin,1050,1150,100,80
Tsintaa Yitilii,1000,1150,150,55
Tsiping,1200,1450,250,500
Tsirege,1400,1700,300,600
Tsukovi,1375,1450,75,500
Tukinobi,625,950,325,3
Tundastusa,1225,1350,125,580
Tunnel Granary,1175,1275,100,
Turkey Creek Waterline Pueblo,1100,1400,300,35
Turkey Foot Ridge,750,900,150,14
Turkey Hill Pueblo,1100,1300,200,22
Turtleback Adobe,850,925,75,36
Tuzigoot,1100,1425,325,124
Twin Angels,1050,1150,100,19
Twin Bridges,750,900,150,
Twin Butte,550,950,400,12
Twin Caves Pueblo,1250,1300,50,55
Twin Hawks,1000,1350,350,22
Twin Lakes,1050,1300,250,
Twin Towers,975,1250,275,50
Two Hogans Site,700,1100,400,27
Two Kivas,1100,1300,200,17
Two Pillars Site,1200,1300,100,15
Umtaqa,600,1225,625,10
Una Vida,875,1150,275,100
University Indian Ruins,1150,1450,300,333
Upper Arroyo Hondo,1150,1400,250,305
Upper Avilas Canyon,900,1125,225,20
Upper Battleship Rock Pueblo,975,1250,275,400
Upper Coon Creek,1200,1325,125,25
Upper Deer Creek,1200,1450,250,
Upper Desha Pueblo,1200,1300,100,27
Upper East Fork Pueblo,1050,1275,225,35
Upper Kin Klizhin,1000,1150,150,25
Upper Kin Nizhoni,875,1100,225,14
Upper las Canas,1550,1625,75,25
Upper Nutria,1200,1675,475,180
Upper Pescado,1200,1400,200,405
Upper Pueblito Village,1100,1275,175,38
Upper Sultemier Ruin,1200,1450,250,10
Upper Tapiecitas,1200,1450,250,
Upper Tinaja,1200,1450,250,250
UT B:63:16,1075,1175,100,3
UT B:63:19,1200,1300,100,
UT B:63:20,1050,1300,250,3
UT B:63:21,1050,1225,175,3
UT B:63:30,1200,1300,100,
Valdez Post Office,1125,1350,225,57
Valencia,1325,1500,175,388
Van Liere Ruin,850,1150,300,12
Va-pak,700,1000,300,81
Veranito Village,1100,1275,175,55
Verde 13:1 GP,1050,1300,250,
Verde 13:3,1325,1375,50,18
Verde 14:12 GP/12-01-626,850,1250,400,
