Site,Begin,End,Estimated.Total.Span,Peak.Pop
Haystack Great Kiva 2,875,1100,225,16
HB-1,1050,1250,200,4
HB-10,1050,1250,200,
HB-11,1000,1100,100,
HB-12,1050,1150,100,
HB-13,1075,1150,75,
HB-14,1050,1150,100,4
HB-15,1075,1175,100,15
HB-17,1050,1250,200,
HB-18,1075,1175,100,
HB-19,1075,1250,175,19
HB-2,1050,1150,100,4
HB-20,1075,1175,100,
HB-3,1050,1150,100,
HB-4,1000,1100,100,
HB-5,1075,1175,100,
HB-6,1050,1150,100,3
HB-7,1050,1250,200,3
HB-8,1050,1150,100,
HB-9,1000,1100,100,5
Hedley Ruin,975,1250,275,
Henderson,1175,1450,275,60
Hereford,1275,1450,175,50
Heron Ruin,1000,1125,125,40
Heshoda Yala:wa,1050,1400,350,150
Heshotauthla,1275,1400,125,875
Higgins Flat,850,1300,450,30
High Mesa,1275,1450,175,66
Hillside Hermitage,1075,1175,100,
Hillside Pueblo,1050,1200,150,
Hilltop Pueblo--Northern Rio Grande,1350,1550,200,140
Hilltop Ruin,1325,1400,75,28
Hinkson Ranch,1175,1300,125,476
Hodges Ruin,800,1150,350,50
Hogan Well,550,950,400,12
Hogay,825,1300,475,55
Hogay Ruin,875,1300,425,50
Hogback,850,1100,250,9
Holmes Group,1000,1250,250,500
Homol'ovi I,1300,1450,150,1467
Homol'ovi II,1300,1450,150,1200
Homol'ovi III,1250,1400,150,45
Homol'ovi IV,1250,1300,50,200
Honanki,1150,1225,75,30
Hoof House,1075,1225,150,5
Hooper Ranch Pueblo,1100,1400,300,60
Horse Camp Mill,1100,1300,200,550
Horse Mesa House,1050,1275,225,20
Hoskins,1000,1450,450,14
Houck,1025,1200,175,8
Hough's Great Kiva,1025,1250,225,20
House Creek,800,925,125,
House of the Giant Midden,825,1000,175,
House of Tragedy Pueblo,1050,1225,175,10
Howard Mesa,900,1100,200,6
Howiri,1400,1550,150,1428
Hoyapi,1250,1350,100,212
HST Great Kiva,1000,1175,175,5
Hubble Corner,1100,1300,200,130
Hudson Ranch,900,1275,375,50
Hueco Tanks,1000,1300,300,50
Huesito,1000,1125,125,4
Hukovi,1200,1350,150,90
Hulbert,725,1400,675,60
Hummingbird,1200,1500,300,600
Hummingbird Hill,1100,1250,150,3
Hummingbird House,1150,1300,150,21
Hunchback Shelter,1100,1250,150,
Hupobi,1350,1550,200,948
Hurley Site,900,1150,250,25
Huvatuqwa,1150,1225,75,30
Hymn House,1150,1300,150,3
Icicle Bench,1100,1250,150,3
Ida Jean,1050,1275,225,50
Imuris,700,1150,450,50
Indian Point Complex,1325,1450,125,100
Indian Tank Site,1175,1300,125,75
Innocents Ridge,1050,1250,200,8
Inscription House,1200,1300,100,85
Isham,1250,1300,50,50
Ister Pueblo,1000,1375,375,70
Ivie Ridge,1100,1250,150,2
Iyanbito Great Kiva,1000,1150,150,
Jack Smith Alcove Houses,1050,1200,150,6
Jackrabbit,1150,1350,200,13
Jack's Lake,1200,1300,100,245
Jackson Fraction,900,1125,225,5
Jackson Ranch Ruin,1100,1375,275,30
Janos,1200,1450,250,250
Janss,1100,1450,350,30
Jaquez,975,1250,275,200
Jaralosa,1175,1300,125,100
Jeddito 107,1150,1225,75,14
Jeddito 108,1150,1275,125,8
Jeddito 111,1050,1225,175,20
Jeddito 122,1200,1450,250,
Jeddito 164,1250,1300,50,
Jeddito 168,1200,1450,250,
Jeddito 171,1200,1450,250,
Jeddito 172,1200,1375,175,1
Jeddito 174,1200,1300,100,
Jeddito 176,1200,1300,100,3
Jeddito 177,1200,1300,100,10
Jeddito 179,1450,1625,175,3
Jeddito 181,1200,1300,100,
Jeddito 182,1200,1300,100,
Jeddito 183,1200,1300,100,5
Jeddito 188,1150,1300,150,20
Jeddito 199,1075,1225,150,3
Jeddito 223,1200,1300,100,10
Jeddito 225,1075,1325,250,
Jeddito 226,1200,1300,100,15
Jeddito 227,1325,1450,125,
Jeddito 228,1250,1300,50,20
Jeddito 229,1075,1175,100,
Jeddito 232,1075,1175,100,
Jeddito 233,1000,1225,225,10
Jeddito 234,1150,1300,150,
Jeddito 235,1025,1200,175,15
Jeddito 238,1000,1100,100,
Jeddito 239,1075,1225,150,3
Jeddito 240,1075,1175,100,
Jeddito 241,1200,1300,100,3
Jeddito 259,1000,1200,200,
Jeddito 264,600,950,350,
Jeddito 280,1050,1175,125,16
Jeddito 290,1025,1175,150,3
Jeddito 292,1200,1300,100,24
Jeddito 294,1000,1250,250,3
Jeddito 295,1025,1225,200,5
Jeddito 296,1325,1450,125,3
Jeddito 297,1075,1200,125,
Jeddito 298,1025,1225,200,9
Jeddito 299,1150,1300,150,6
Jeddito 300,1050,1200,150,3
Jeddito 301,1200,1300,100,6
Jeddito 302,1050,1250,200,3
Jeddito 303,1000,1100,100,3
Jeddito 305,600,850,250,3
Jeddito 306,550,950,400,6
Jeddito 307,550,950,400,6
Jeddito 309,1250,1325,75,3
Jeddito 310,1025,1100,75,3
Jeddito 311,1025,1175,150,3
Jeddito 312,550,950,400,3
Jeddito 313,1150,1300,150,4
Jeddito 314,1050,1300,250,2
Jeddito 315,1150,1225,75,3
Jeddito 351,1025,1225,200,
Jeddito 352,1050,1200,150,
Jeddito 353,1150,1225,75,
Jeddito 354,1150,1225,75,10
Jeddito 355,1025,1175,150,6
Jeddito 356,1075,1175,100,
Jeddito 357,1075,1300,225,12
Jeddito 361,1075,1225,150,45
Jeddito 362,1150,1225,75,3
Jeddito 364,1150,1225,75,12
Jeddito 367,1250,1625,375,
Jeddito 371,1000,1100,100,15
Jeddito 372,1050,1200,150,
Jeddito 373,1000,1175,175,
Jeddito 375,1075,1300,225,
Jeddito 376,1000,1175,175,
Jeddito 377,1150,1225,75,10
Jeddito 379,550,950,400,
Jeddito 382,550,950,400,9
Jeddito 383,600,950,350,
Jeddito 384,550,950,400,9
Jeddito 387,550,950,400,3
Jeddito 55,1150,1300,150,
Johnson Basin Site,1050,1300,250,
Jones Ruin,950,1450,500,1
Jose Solas Ruin,1275,1450,175,17
Juniper Terrace,1050,1225,175,59
Juniper Village,900,1125,225,29
Junkyard Site,950,1450,500,
K’ate Ouinge,1300,1450,150,
Kanine Site,550,950,400,6
Kawayka'a,1375,1625,250,2500
Kearn's Site,800,1250,450,
Kechiba:wa,1375,1675,300,824
Kekwaiye,1350,1550,200,250
Kello Blancett,1050,1275,225,750
Kiet Siel,1250,1300,50,154
Kimble Ranch/Glass Ranch,1325,1450,125,250
Kin Bineola,825,1175,350,197
Kin Bineola Great Kiva 2,875,1100,225,7
Kin Cheops I,1050,1200,150,25
Kin Cheops II,1025,1300,275,100
Kin Hochoi,1000,1150,150,40
Kin Indian Ruin,1050,1150,100,6
Kin Kahuna,1075,1300,225,30
Kin Klethla,1200,1300,100,70
Kin Kletso,1075,1175,100,132
Kin Klizhin,1000,1150,150,18
Kin Nahasbas,875,1150,275,16
Kin Sani,1000,1150,150,12
Kin Ten Ten,1000,1150,150,3
Kin Tliish,1025,1150,125,12
Kin Ya'a,950,1150,200,44
Kinishba,1275,1400,125,1067
Kinlani,1200,1300,100,18
Kinlichee,850,1200,350,150
Kinnikinnick,1250,1400,150,88
Kipp Ruin,800,1450,650,
Kisak'ovi,1375,1900,525,
Kite Site,1175,1550,375,35
Kite Site (Hopi),1200,1300,100,20
Kiva of Tears,1325,1500,175,60
Knife Ridge Site,1200,1450,250,12
Knoll Site,1100,1250,150,1
Kokopnyama,1300,1375,75,962
Kookopngyamuy,1250,1450,200,1325
Krider Kiva Site,1325,1450,125,15
Ku,1350,1550,200,521
Kuapa,1200,1350,150,425
Kuaua,1325,1600,275,1560
Kukotsomo I,550,1000,450,38
Kukotsomo II,1000,1200,200,28
Kuykendall,1350,1450,100,150
Kwa'kin'a,1275,1675,400,186
Kwastiyukwa,1325,1750,425,1950
Kyaki:ma,1275,1625,350,250
LA 100068,900,1275,375,14
LA 100069,875,1050,175,25
LA 100082,1175,1275,100,15
LA 100280,1050,1150,100,
LA 10044,1000,1300,300,
LA 10045,800,1125,325,
LA 10052,1000,1125,125,
LA 10055,1000,1125,125,
LA 10119,1325,1600,275,1
LA 101453,1350,1550,200,32
LA 101715,1050,1150,100,
LA 101717,1200,1300,100,
LA 101723,1200,1300,100,
LA 101725,1100,1300,200,
LA 101727,1050,1300,250,
LA 101729,1175,1300,125,
LA 101731,1050,1300,250,
LA 101735,1200,1300,100,
LA 101739,1050,1150,100,
LA 101760,1025,1200,175,
LA 101782,1025,1200,175,
LA 101788,1050,1200,150,
LA 101796,1050,1200,150,
LA 101798,1025,1150,125,
LA 101805,1075,1150,75,
LA 101831,1200,1300,100,
LA 101833,1050,1300,250,
LA 101835,1050,1300,250,
LA 101839,1100,1300,200,
LA 101840,1200,1300,100,
LA 101842,1050,1300,250,
LA 101850,1050,1150,100,
LA 101857,1050,1200,150,
LA 101858,1050,1300,250,
LA 101862,875,1200,325,
LA 101868,1050,1300,250,
LA 101870,1050,1200,150,
LA 101871,1050,1150,100,
LA 101876,1050,1175,125,
LA 101905,900,1050,150,
LA 101930,1075,1150,75,
LA 101953,1050,1300,250,
LA 102070,1200,1450,250,20
LA 102390,1200,1300,100,18
LA 102391,1000,1200,200,10
LA 102804,875,1150,275,3
LA 102805,1200,1300,100,12
LA 102806,1050,1300,250,
LA 102807,1200,1300,100,6
LA 102809,1175,1300,125,2
LA 102810,1000,1450,450,10
LA 102811,1050,1200,150,11
LA 102812,1000,1300,300,1
LA 102813,1000,1200,200,1
LA 102814,1100,1300,200,
LA 102815,1050,1150,100,1
LA 102816,1000,1250,250,12
LA 102817,1050,1200,150,
LA 102818,850,1300,450,3
LA 102819,1050,1300,250,1
LA 102820,900,1200,300,6
LA 102821,1000,1200,200,1
LA 102822,1050,1300,250,3
LA 102823,1000,1300,300,
LA 102824,1050,1300,250,
LA 102825,1050,1300,250,3
LA 102826,1000,1200,200,
LA 102827,1000,1200,200,1
LA 102828,875,1150,275,3
LA 102829,1000,1200,200,6
LA 102830,1200,1300,100,35
LA 102831,1050,1200,150,3
LA 102832,875,1200,325,3
LA 102833,1050,1300,250,
LA 102834,1200,1300,100,2
LA 102836,900,1025,125,
LA 102837,900,1300,400,1
LA 102838,900,1300,400,3
LA 102840,550,1200,650,
LA 102842,1000,1200,200,
LA 102843,1000,1200,200,2
LA 102844,1050,1300,250,1
LA 102845,1175,1300,125,1
LA 102846,900,1300,400,
LA 102847,1000,1200,200,3
LA 102848,1000,1200,200,1
LA 102850,1000,1300,300,
LA 102851,1200,1300,100,4
LA 102852,900,1300,400,2
LA 102853,875,1200,325,
LA 102964,1150,1550,400,25
LA 102965,1200,1550,350,15
LA 102972,1150,1350,200,35
LA 102982,1150,1350,200,16
LA 102996,1150,1350,200,25
LA 103001,1150,1600,450,10
LA 103005,1150,1300,150,8
LA 103013,1150,1300,150,16
LA 103015,1150,1350,200,25
LA 103016,1150,1350,200,6
LA 103018,1150,1350,200,4
LA 103458,900,1150,250,12
LA 104,1150,1350,200,
LA 10510,1050,1450,400,53
LA 105215,900,1125,225,45
LA 105878,1100,1300,200,50
LA 105880,1050,1275,225,15
LA 105990,1050,1300,250,
LA 1067,1150,1325,175,2
LA 106877,875,1200,325,
LA 106885,1050,1200,150,
LA 106887,875,1150,275,
LA 106893,1050,1150,100,
LA 106894,1050,1150,100,
LA 1069,1175,1500,325,116
LA 106908,1050,1175,125,
LA 106909,875,1150,275,
LA 106923,1050,1150,100,
LA 106928,1025,1150,125,
LA 106935,1000,1150,150,
LA 106939,900,1300,400,
LA 106944,1050,1150,100,
LA 106948,1050,1150,100,
LA 106964,875,1300,425,
LA 106977,1050,1200,150,
LA 106980,875,1200,325,
LA 106986,1050,1200,150,
LA 1070,1325,1425,100,365
LA 107000,1050,1300,250,
LA 107005,1100,1300,200,
LA 107009,1050,1200,150,
LA 107013,1100,1300,200,
LA 107015,1050,1200,150,
LA 107020,875,1175,300,
LA 107021,1050,1150,100,
LA 107045,1025,1200,175,
LA 107067,1050,1300,250,
LA 107068,1050,1175,125,
LA 107069,1050,1300,250,
LA 107071,1050,1200,150,
LA 107072,1100,1300,200,
LA 107076,1025,1200,175,
LA 107081,1050,1150,100,
LA 1071,1175,1500,325,85
LA 107102,1050,1150,100,
LA 107116,1100,1225,125,
LA 107119,1050,1225,175,
LA 107120,1050,1150,100,
LA 107139,1050,1150,100,
LA 1072,1325,1500,175,365
LA 10770,1000,1175,175,30
LA 1082,900,1125,225,250
LA 10875,1050,1225,175,25
LA 109857,1200,1300,100,35
LA 10999,1300,1450,150,300
LA 109993,1200,1300,100,122
LA 110716,1150,1350,200,6
LA 112025,875,1300,425,
LA 112040,1100,1225,125,
LA 112044,1050,1200,150,
LA 112062,1050,1300,250,
LA 112063,1050,1300,250,
LA 112067,1100,1300,200,
LA 112085,875,1300,425,
LA 112142,1000,1150,150,
LA 1131,1200,1425,225,80
LA 1134,1125,1500,375,55
LA 1138,725,1450,725,250
LA 11493,1200,1300,100,35
LA 115133,1150,1300,150,8
LA 115137,1150,1300,150,6
LA 115402,1050,1150,100,
LA 115403,1025,1150,125,
LA 115407,1025,1200,175,
LA 115409,1050,1200,150,
LA 115410,1050,1150,100,
LA 115414,1050,1150,100,
LA 115415,1050,1150,100,
LA 115416,1025,1200,175,
LA 115419,1050,1150,100,
LA 115422,1050,1150,100,
LA 115424,1050,1200,150,5
LA 115425,1050,1150,100,10
LA 115426,1050,1175,125,
LA 115428,1050,1225,175,3
LA 115429,1050,1175,125,3
LA 115430,1050,1150,100,
LA 115433,1050,1150,100,1
LA 115434,1025,1200,175,13
LA 115435,1050,1175,125,20
LA 115436,1050,1175,125,20
LA 115437,1050,1175,125,2
LA 115438,1050,1150,100,
LA 115442,1050,1150,100,4
LA 115443,1050,1150,100,12
LA 115444,1050,1150,100,3
LA 115445,1050,1150,100,
LA 115449,1050,1150,100,1
LA 115450,1050,1200,150,10
LA 115451,1050,1150,100,
LA 115452,1050,1150,100,10
LA 115453,1050,1150,100,
LA 115457,1050,1150,100,
LA 115460,1050,1150,100,
LA 115463,1000,1150,150,
LA 115468,1050,1150,100,4
LA 115469,1050,1150,100,6
LA 115470,1050,1175,125,20
LA 115475,1050,1150,100,
LA 115483,1050,1150,100,
LA 115485,1050,1200,150,
LA 115489,1050,1225,175,6
LA 115490,1050,1175,125,8
LA 115491,1050,1150,100,
LA 11656,1200,1300,100,
LA 11657,1000,1300,300,
LA 11658,1175,1300,125,
LA 11659,1200,1300,100,29
LA 11660,1050,1300,250,17
LA 11661,1200,1300,100,19
LA 11662,1050,1300,250,14
LA 11665,1050,1300,250,
LA 11666,875,1300,425,25
LA 11668,1000,1300,300,28
LA 11669,1050,1300,250,
LA 11670,1050,1300,250,14
LA 11671,1000,1300,300,
LA 11673,1200,1300,100,
LA 11718,1175,1300,125,5
LA 11719,1050,1300,250,18
LA 11720,1000,1300,300,8
LA 11721,1200,1300,100,36
LA 11722,1000,1300,300,30
LA 11724,1050,1300,250,5
LA 11725,1000,1300,300,10
LA 11727,1000,1300,300,30
LA 11734,1200,1300,100,55
LA 11777,1050,1300,250,4
LA 118,1150,1350,200,28
LA 11801,1200,1300,100,
LA 118330,975,1300,325,2
LA 119,1150,1350,200,45
LA 119398,1050,1300,250,14
LA 120,1150,1350,200,
LA 121,1150,1350,200,
LA 12120,1125,1500,375,1
LA 12121,1150,1350,200,8
LA 12122,1325,1425,100,1
LA 12123,1150,1300,150,
LA 12124,1325,1500,175,1
LA 12125,1325,1425,100,1
LA 12126,1150,1500,350,
LA 12127,1325,1500,175,1
LA 12128,1150,1300,150,
LA 12144,1325,1500,175,2
LA 12211,1150,1350,200,100
LA 123,1150,1350,200,
LA 1236-1237,900,1325,425,12
LA 12567,1325,1425,100,1
LA 12568,1425,1550,125,1
LA 12573 A,875,1150,275,20
LA 12575,1150,1350,200,1
LA 12577,1325,1450,125,2
LA 12579,1150,1350,200,250
LA 12581,1350,1900,550,2
LA 12582,1150,1450,300,1
LA 12587,1175,1350,175,21
LA 12609,1150,1350,200,120
LA 126820,875,1050,175,
LA 126862,900,1150,250,7
LA 127,1150,1350,200,
LA 127092,1400,1600,200,6
LA 12758,1000,1275,275,18
LA 1282,1150,1350,200,150
LA 128411,1350,1550,200,1
LA 128416,1500,1700,200,
LA 128692,1300,1450,150,87
LA 13114,1175,1275,100,20
LA 1338,1000,1300,300,278
LA 1339,1200,1300,100,28
LA 133982,1500,1600,100,
LA 133984,1350,1550,200,1
LA 133985,1200,1500,300,8
LA 133986,1150,1500,350,3
LA 133987,1350,1450,100,1
LA 133988,1150,1300,150,2
LA 1340,1050,1300,250,20
LA 134004,600,1200,600,7
LA 134010,1150,1350,200,2
LA 134013,1150,1350,200,
LA 134015,1350,1450,100,1
LA 134016,1325,1425,100,
LA 134017,1325,1450,125,
LA 134018,1400,1550,150,1
LA 134023,1350,1450,100,4
LA 134048,1150,1300,150,9
LA 134066,1150,1500,350,6
LA 134074,1150,1425,275,9
LA 134077,1150,1350,200,10
LA 134082,1150,1450,300,15
LA 134084,1150,1350,200,13
LA 13485,900,1400,500,50
LA 13490,1175,1400,225,50
LA 135058,1150,1300,150,10
LA 135290,1150,1350,200,10
LA 138051,1325,1500,175,9
LA 138073,1150,1450,300,8
LA 138081,1150,1550,400,8
LA 138082,1150,1300,150,15
LA 138091,1200,1450,250,4
LA 138097,1150,1550,400,14
LA 138100,1150,1300,150,10
LA 140968,1150,1300,150,2
LA 140978,1150,1450,300,3
LA 140980,1150,1350,200,7
LA 140982,1150,1350,200,5
LA 140984,1150,1550,400,2
LA 140988,1150,1350,200,
LA 140989,1350,1450,100,2
LA 140991,1150,1350,200,4
LA 140992,1150,1550,400,
LA 140993,1400,1600,200,1
LA 140994,1150,1300,150,2
LA 140995,1400,1600,200,1
LA 140996,1350,1550,200,3
LA 140997,1150,1350,200,
LA 140998,1350,1550,200,1
LA 140999,1150,1350,200,
LA 141000,1150,1350,200,4
LA 141001,1400,1550,150,1
LA 141002,1400,1550,150,2
LA 141006,1150,1350,200,7
LA 141007,1150,1300,150,18
LA 141009,1150,1300,150,19
LA 141010,1400,1550,150,1
LA 141011,1400,1550,150,2
LA 141020,1150,1350,200,18
LA 141038,1350,1550,200,1
LA 141039,1150,1550,400,1
LA 141051,1150,1300,150,1
LA 141052,1300,1450,150,1
LA 141054,1150,1450,300,5
LA 141055,1150,1350,200,2
LA 141060,1400,1550,150,2
LA 141061,1475,1525,50,1
LA 141068,1400,1550,150,2
LA 141069,1150,1350,200,1
LA 141072,1300,1450,150,2
LA 141075,1150,1600,450,
LA 141077,1400,1600,200,
LA 141080,1150,1350,200,
LA 141084,1150,1350,200,2
LA 141085,1150,1350,200,3
LA 141086,1350,1550,200,2
LA 141088,1150,1350,200,
LA 141092,1150,1350,200,6
LA 141093,1150,1550,400,8
LA 141094,1400,1550,150,1
LA 141097,1350,1550,200,2
LA 141098,1400,1600,200,2
LA 141099,1150,1450,300,28
LA 141101,1150,1550,400,2
LA 141102,1350,1550,200,1
LA 141103,1150,1350,200,24
LA 141104,1400,1550,150,1
LA 141106,1150,1350,200,1
LA 141107,1400,1550,150,
LA 141108,1400,1550,150,2
LA 141109,1200,1350,150,1
LA 141110,1150,1350,200,1
LA 141111,1350,1550,200,2
LA 141116,1400,1550,150,3
LA 141117,1150,1350,200,1
LA 141120,1150,1450,300,
LA 143460,1150,1425,275,
LA 144713,1200,1350,150,1
LA 144716,1150,1450,300,2
LA 145,1150,1350,200,
LA 145983,550,850,300,
LA 148,1150,1350,200,
LA 148347,1150,1350,200,18
LA 148504,1125,1200,75,7
LA 15402,900,1150,250,
LA 15406,1050,1200,150,
LA 15407,900,1150,250,
LA 15408,1050,1200,150,
LA 15409,900,1200,300,
LA 15411,1050,1150,100,
LA 15416,850,1100,250,3
LA 15429,1025,1200,175,5
LA 15434,1050,1175,125,17
LA 15435a,1000,1175,175,
LA 15435b,1000,1175,175,
LA 15440,1050,1150,100,1
LA 15453,900,1200,300,10
LA 15463,900,1200,300,3
LA 15466a,1050,1200,150,6
LA 15466b,1050,1200,150,
LA 15471a,900,1050,150,5
LA 15471b,900,1050,150,20
LA 15472,900,1150,250,
LA 15480,900,1200,300,
LA 15493,1050,1150,100,1
LA 15495,850,925,75,17
LA 15497,1050,1200,150,3
LA 15499,1050,1150,100,1
LA 15501,1050,1200,150,1
LA 15504,1050,1200,150,10
LA 15507,700,850,150,5
LA 15508,1050,1200,150,1
LA 15509,700,850,150,1
LA 15511,700,850,150,2
LA 15512,700,850,150,5
LA 15513a,900,1150,250,3
LA 15513b,900,1150,250,2
LA 15515,900,1050,150,9
LA 15516,1050,1150,100,4
LA 15517,900,1100,200,8
LA 15519,900,1100,200,15
LA 15520,900,1100,200,2
LA 15527,1000,1150,150,17
LA 15528,900,1150,250,4
LA 15530,900,1100,200,24
LA 15531,875,1050,175,4
LA 15535,1025,1150,125,
LA 15540,1050,1200,150,15
LA 15541,1000,1150,150,10
LA 15542,1050,1150,100,7
LA 15543,900,1300,400,4
LA 15544,1050,1150,100,7
LA 15545,1025,1200,175,8
LA 15546,1050,1150,100,1
LA 15548,1050,1150,100,9
LA 15549,1050,1150,100,9
LA 15550,1025,1175,150,3
LA 15551,1050,1150,100,6
LA 15553,1025,1175,150,3
LA 15554,1050,1200,150,7
LA 15555,1050,1200,150,4
LA 15558,1050,1200,150,5
LA 15559,1050,1150,100,20
LA 15560,1025,1275,250,20
LA 15563,1200,1300,100,3
LA 15564,1200,1300,100,2
LA 15565,1200,1300,100,1
LA 15566,1000,1100,100,
LA 15567,900,1200,300,
LA 15568,850,1150,300,1
LA 15571,1025,1150,125,8
LA 15572,1025,1150,125,15
LA 15575,1050,1150,100,2
LA 15577,1200,1300,100,
LA 15578,1050,1200,150,
LA 15580,900,1150,250,2
LA 15583,1050,1300,250,11
LA 15588,900,1150,250,2
LA 15591,1050,1200,150,2
LA 15595,1000,1300,300,10
LA 15596,1050,1300,250,3
LA 15601,1200,1300,100,2
LA 15603,1200,1300,100,2
LA 15604,1200,1300,100,1
LA 15605,1200,1300,100,1
LA 15607,900,1025,125,21
LA 15608,1025,1150,125,2
LA 15612,1025,1200,175,9
LA 15613,1050,1200,150,15
LA 15614,1050,1150,100,7
LA 15615,1050,1200,150,8
LA 15616,1050,1200,150,6
LA 15617,1050,1175,125,4
LA 15618,1050,1200,150,3
LA 15619,1050,1200,150,16
LA 15620,700,1300,600,23
LA 15621,1050,1150,100,8
LA 15622,1050,1300,250,15
LA 15623,1050,1300,250,15
LA 15625,900,1050,150,1
LA 15629,1050,1150,100,1
LA 15631,1000,1300,300,
LA 15632,1000,1175,175,2
LA 15633,900,1225,325,8
LA 15634,1000,1175,175,2
LA 15637,900,1150,250,3
LA 15638,1025,1200,175,3
LA 15639,900,1050,150,2
LA 15644,900,1200,300,2
LA 15645,900,1175,275,1
LA 15646,1050,1175,125,13
LA 15647,1050,1200,150,7
LA 15648,900,1150,250,26
LA 15649,1050,1175,125,7
LA 15650,1025,1200,175,2
LA 15651,900,1150,250,3
LA 15653,1025,1200,175,11
LA 15654,1050,1200,150,8
LA 15655,1050,1175,125,3
LA 15656,1050,1200,150,59
LA 15657,1050,1175,125,
LA 15659,1025,1175,150,5
LA 15660,1050,1175,125,9
LA 15661,1050,1150,100,3
LA 15663,900,1200,300,8
LA 15664,900,1200,300,3
LA 15665,875,1150,275,2
LA 15666,875,1025,150,15
LA 15667,1200,1300,100,15
LA 15668,900,1150,250,16
LA 15669,1050,1300,250,16
LA 15671,1050,1300,250,15
LA 15672,1050,1300,250,49
LA 15673,1050,1300,250,49
LA 15674,1050,1300,250,
LA 15676,875,1025,150,2
LA 15677,900,1200,300,1
LA 15678,1025,1200,175,4
LA 15680,1050,1175,125,5
LA 15682,1050,1200,150,22
LA 15683,1050,1200,150,1
LA 15684,1025,1200,175,4
LA 15686,1050,1200,150,9
LA 15688,900,1200,300,1
LA 15694,1050,1150,100,
LA 15699,900,1200,300,1
LA 15704,900,1200,300,
LA 15705,550,1150,600,8
LA 15706,875,1200,325,
LA 15708,900,1200,300,7
LA 15709,1025,1200,175,13
LA 15710,1050,1150,100,1
LA 15713,1050,1150,100,
LA 15717,550,1150,600,3
LA 15718,1050,1150,100,
LA 159479,1200,1300,100,10
LA 159480,1050,1300,250,13
LA 159511,1050,1300,250,3
LA 159512 Great Kiva,750,1300,550,2
LA 159513,1050,1300,250,6
LA 159518,750,1300,550,1
LA 159519,1050,1300,250,
LA 16036,1200,1300,100,3
LA 16048,1325,1450,125,1
LA 16051,1400,1550,150,1
LA 16056,1150,1200,50,19
LA 16058,1400,1600,200,1
LA 16062,1150,1350,200,70
LA 16071,1150,1350,200,1
LA 16086,1400,1525,125,1
LA 16097,1475,1525,50,1
LA 161027,1050,1275,225,
LA 16104,1150,1350,200,1
LA 16109,1150,1350,200,1
LA 16114,1150,1550,400,1
LA 161492,1000,1350,350,3
LA 170593,1050,1150,100,
LA 170595,1050,1150,100,
LA 170596,700,1150,450,
LA 170598,1050,1100,50,
LA 170600,1050,1150,100,
LA 170601,1050,1150,100,
LA 170602,700,1200,500,
LA 170603,1050,1150,100,
LA 170605,850,1150,300,
LA 170606,1050,1150,100,
LA 170607,1050,1150,100,
LA 170608,1050,1150,100,
LA 170609,1000,1150,150,
LA 170610,1050,1150,100,
LA 170611,700,1150,450,
LA 170613,1000,1150,150,
LA 170614,1050,1150,100,
LA 170615,700,1150,450,
LA 170616,1050,1150,100,
LA 170618,1050,1150,100,
LA 170619,1050,1150,100,
LA 170621,1050,1150,100,
LA 170624,1050,1150,100,
LA 170625,1000,1150,150,
LA 170626,1050,1150,100,
LA 170627,700,1150,450,
LA 170630,1050,1150,100,
LA 170631,1050,1150,100,
LA 170632,700,1150,450,
LA 170633,700,1150,450,
LA 170634,1050,1150,100,
LA 170635,1050,1150,100,
LA 170636,1050,1150,100,
LA 170638,1050,1150,100,
LA 170639,1050,1150,100,
LA 170640,1050,1150,100,
LA 170642,1050,1150,100,
LA 170645,1050,1150,100,
LA 170647,1050,1150,100,
LA 170648,1050,1150,100,
LA 170657,1050,1150,100,
LA 170660,1000,1150,150,
LA 170661,1050,1150,100,
LA 17194,875,1100,225,
LA 17195,900,1150,250,
LA 17196,875,1150,275,
LA 17197,1050,1150,100,
LA 17198,900,1150,250,
LA 17199,925,1150,225,
LA 17200,1050,1150,100,
LA 17201,900,1150,250,
LA 17202,875,1050,175,
LA 17203,925,1150,225,
LA 17204,1050,1150,100,
LA 17205,875,1100,225,
LA 17206,925,1150,225,
LA 17207,875,1000,125,
LA 17208,875,1150,275,
LA 17209,875,1100,225,
LA 17210,850,1025,175,
LA 17211,900,1025,125,
LA 17212,875,1150,275,
LA 17213,850,1100,250,
LA 17214,875,1050,175,
LA 17215,875,1025,150,
LA 17216,875,1050,175,
LA 17226,875,1150,275,22
LA 18167-KNC-1,875,1100,225,
LA 18172-KNC-6,875,1150,275,
LA 18208-KNC-42,875,1100,225,
LA 18215-KNC-49,875,1150,275,
LA 18216-KNC-50,875,1150,275,
LA 18796,1000,1100,100,
LA 19094,1000,1350,350,20
LA 20266,1050,1250,200,80
LA 20904,1000,1225,225,32
LA 20954,1450,1550,100,40
LA 21259,1150,1350,200,125
LA 21389,1150,1350,200,240
LA 21427,1150,1350,200,120
LA 21430,1150,1350,200,90
LA 21432,1200,1450,250,30
LA 21475,1150,1350,200,100
LA 21591,1200,1450,250,59
LA 21594,1200,1450,250,80
LA 21601,1150,1350,200,40
LA 2274,1050,1150,100,
LA 2347,1250,1300,50,30
LA 2480,1050,1250,200,3
LA 2491,600,925,325,4
LA 2493,1050,1150,100,4
LA 2497,1000,1150,150,10
LA 2505,1050,1150,100,5
LA 2507,550,925,375,4
LA 2508,875,1050,175,12
