Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
ZULoc234,ZU-LT-194,A,LT,7,900,1150,125,0.3,10
ZULoc214,ZU-LT-195,A,LT,7,900,1150,125,0.8,30
ZULoc389,ZU-LT-196,A,LT,7,900,1150,125,1.3,30
ZULoc223,ZU-LT-197,A,LT,7,900,1150,250,5.1,100
ZULoc470,ZU-LT-198,A,LT,7,900,1150,125,1.3,10
ZULoc390,ZU-LT-199,A,LT,7,900,1150,125,1.1,10
ZULoc272,ZU-LT-2,A,LT,7,900,1150,125,0.7,10
ZULoc286,ZU-LT-20,A,LT,7,900,1150,125,1.9,60
ZULoc471,ZU-LT-200,A,LT,7,900,1150,125,0.3,5
ZULoc229,ZU-LT-201,B,LT,7,900,1150,125,0.8,10
ZULoc391,ZU-LT-202,A,LT,7,900,1150,125,1.4,10
ZULoc475,ZU-LT-203,A,LT,7,900,1150,250,11.5,400
ZULoc392,ZU-LT-204,A,LT,7,900,1150,125,1.2,20
ZULoc477,ZU-LT-205,A,LT,7,900,1150,125,5,50
ZULoc393,ZU-LT-206,A,LT,7,900,1150,125,13.5,400
ZULoc257,ZU-LT-207,A,LT,7,900,1150,125,1.7,30
ZULoc256,ZU-LT-208,A,LT,7,900,1150,125,2.8,60
ZULoc394,ZU-LT-209,A,LT,7,900,1150,125,10.6,300
ZULoc287,ZU-LT-21,A,LT,7,900,1150,125,0.6,10
ZULoc395,ZU-LT-210,A,LT,7,900,1150,125,9.5,400
ZULoc396,ZU-LT-211,A,LT,7,900,1150,125,97.5,3000
ZULoc265,ZU-LT-212,A,LT,7,900,1150,250,1.4,60
ZULoc265,ZU-LT-213,A,LT,7,900,1150,250,4.4,130
ZULoc288,ZU-LT-22,A,LT,7,900,1150,125,0.5,10
ZULoc289,ZU-LT-23,A,LT,7,900,1150,125,0.8,20
ZULoc290,ZU-LT-24,A,LT,7,900,1150,125,0.3,10
ZULoc28,ZU-LT-25,B,LT,7,900,1150,125,1,20
ZULoc291,ZU-LT-26,A,LT,7,900,1150,125,0.3,10
ZULoc292,ZU-LT-27,A,LT,7,900,1150,125,0.6,10
ZULoc293,ZU-LT-28,A,LT,7,900,1150,125,0.1,5
ZULoc294,ZU-LT-29,A,LT,7,900,1150,125,2,60
ZULoc5,ZU-LT-3,B,LT,7,900,1150,125,7.9,160
ZULoc73,ZU-LT-30,A,LT,7,900,1150,125,16.8,680
ZULoc295,ZU-LT-31,A,LT,7,900,1150,125,1.4,50
ZULoc296,ZU-LT-32,A,LT,7,900,1150,125,1.1,20
ZULoc20,ZU-LT-33,A,LT,7,900,1150,125,10.7,250
ZULoc297,ZU-LT-34,A,LT,7,900,1150,125,6.8,200
ZULoc298,ZU-LT-35,A,LT,7,900,1150,125,2.6,50
ZULoc17,ZU-LT-36,B,LT,7,900,1150,125,1.3,30
ZULoc17,ZU-LT-37,B,LT,7,900,1150,125,2.3,50
ZULoc17,ZU-LT-38,B,LT,7,900,1150,125,15.7,500
ZULoc299,ZU-LT-39,A,LT,7,900,1150,125,7,150
ZULoc5,ZU-LT-4,B,LT,7,900,1150,125,1.4,10
ZULoc300,ZU-LT-40,A,LT,7,900,1150,125,4.4,90
ZULoc301,ZU-LT-41,A,LT,7,900,1150,125,10.8,400
ZULoc78,ZU-LT-42,A,LT,7,900,1150,125,5.7,170
ZULoc80,ZU-LT-43,A,LT,7,900,1150,125,8.2,160
ZULoc302,ZU-LT-44,A,LT,7,900,1150,125,1.4,30
ZULoc81,ZU-LT-45,A,LT,7,900,1150,125,2.9,60
ZULoc303,ZU-LT-46,A,LT,7,900,1150,125,10.4,210
ZULoc82,ZU-LT-47,B,LT,7,900,1150,125,8.7,180
ZULoc83,ZU-LT-48,A,LT,7,900,1150,250,5.1,200
ZULoc83,ZU-LT-49,A,LT,7,900,1150,250,5.6,110
ZULoc5,ZU-LT-5,B,LT,7,900,1150,125,0.8,20
ZULoc94,ZU-LT-50,A,LT,7,900,1150,125,0.4,10
ZULoc94,ZU-LT-51,A,LT,7,900,1150,125,1.4,10
ZULoc304,ZU-LT-52,A,LT,7,900,1150,125,2.2,40
ZULoc92,ZU-LT-53,A,LT,7,900,1150,125,3,60
ZULoc95,ZU-LT-54,A,LT,7,900,1150,125,5.9,120
ZULoc305,ZU-LT-55,A,LT,7,900,1150,125,1.4,30
ZULoc75,ZU-LT-56,A,LT,7,900,1150,125,1.5,30
ZULoc98,ZU-LT-57,A,LT,7,900,1150,125,6,200
ZULoc306,ZU-LT-58,B,LT,7,900,1150,125,2.3,50
ZULoc71,ZU-LT-59,B,LT,7,900,1150,125,0.8,10
ZULoc273,ZU-LT-6,A,LT,7,900,1150,125,0.6,10
ZULoc70,ZU-LT-60,A,LT,7,900,1150,250,3.1,60
ZULoc67,ZU-LT-61,A,LT,7,900,1150,125,0.6,10
ZULoc307,ZU-LT-62,A,LT,7,900,1150,125,0.1,5
ZULoc308,ZU-LT-63,A,LT,7,900,1150,125,0.4,10
ZULoc309,ZU-LT-64,A,LT,7,900,1150,125,0.2,5
ZULoc310,ZU-LT-65,A,LT,7,900,1150,125,0.4,10
ZULoc311,ZU-LT-66,A,LT,7,900,1150,125,0.9,10
ZULoc312,ZU-LT-67,A,LT,7,900,1150,125,0.1,5
ZULoc313,ZU-LT-68,A,LT,7,900,1150,125,0.4,5
ZULoc314,ZU-LT-69,A,LT,7,900,1150,125,5.5,120
ZULoc7,ZU-LT-7,A,LT,7,900,1150,125,0.5,20
ZULoc45,ZU-LT-70,A,LT,7,900,1150,125,0.8,30
ZULoc315,ZU-LT-71,A,LT,7,900,1150,125,0.9,5
ZULoc59,ZU-LT-72,A,LT,7,900,1150,125,6.1,120
ZULoc316,ZU-LT-73,A,LT,7,900,1150,125,0.7,10
ZULoc317,ZU-LT-74,A,LT,7,900,1150,125,4.1,80
ZULoc318,ZU-LT-75,A,LT,7,900,1150,125,10.7,400
ZULoc319,ZU-LT-76,A,LT,7,900,1150,125,0.1,10
ZULoc320,ZU-LT-77,A,LT,7,900,1150,125,0.8,20
ZULoc321,ZU-LT-78,A,LT,7,900,1150,125,0.8,10
ZULoc322,ZU-LT-79,A,LT,7,900,1150,125,2.9,90
ZULoc274,ZU-LT-8,A,LT,7,900,1150,125,2,40
ZULoc323,ZU-LT-80,A,LT,7,900,1150,125,11.5,230
ZULoc324,ZU-LT-81,A,LT,7,900,1150,125,3.3,70
ZULoc325,ZU-LT-82,A,LT,7,900,1150,125,4.1,80
ZULoc326,ZU-LT-83,A,LT,7,900,1150,125,0.5,5
ZULoc327,ZU-LT-84,A,LT,7,900,1150,125,1.2,10
ZULoc328,ZU-LT-85,A,LT,7,900,1150,125,0.6,10
ZULoc329,ZU-LT-86,A,LT,7,900,1150,125,0.9,20
ZULoc113,ZU-LT-87,B,LT,7,900,1150,125,10.7,300
ZULoc112,ZU-LT-88,A,LT,7,900,1150,125,1.2,20
ZULoc112,ZU-LT-89,A,LT,7,900,1150,125,4,80
ZULoc275,ZU-LT-9,A,LT,7,900,1150,125,1.3,30
ZULoc330,ZU-LT-90,A,LT,7,900,1150,125,2.1,40
ZULoc109,ZU-LT-91,B,LT,7,900,1150,125,1.7,20
ZULoc104,ZU-LT-92,A,LT,7,900,1150,125,4.4,150
ZULoc331,ZU-LT-93,A,LT,7,900,1150,125,3.4,70
ZULoc332,ZU-LT-94,A,LT,7,900,1150,125,0.4,10
ZULoc100,ZU-LT-95,A,LT,7,900,1150,125,1,30
ZULoc333,ZU-LT-96,A,LT,7,900,1150,125,6.4,130
ZULoc122,ZU-LT-97,A,LT,7,900,1150,125,0.6,5
ZULoc123,ZU-LT-98,A,LT,7,900,1150,125,0.9,10
ZULoc124,ZU-LT-99,A,LT,7,900,1150,125,2.2,40
ZULoc28,ZU-TF-1,A,TF,4,-200,100,150,0.1,5
ZULoc443,ZU-TF-10,A,TF,4,-200,100,150,0.1,5
ZULoc233,ZU-TF-11,A,TF,4,-200,100,150,2.4,60
ZULoc449,ZU-TF-12,A,TF,4,-200,100,150,0.8,10
ZULoc460,ZU-TF-13,A,TF,4,-200,100,150,1.3,15
ZULoc230,ZU-TF-14,A,TF,4,-200,100,150,1.3,15
ZULoc461,ZU-TF-15,A,TF,4,-200,100,150,1.1,10
ZULoc231,ZU-TF-16,A,TF,4,-200,100,150,1.8,20
ZULoc462,ZU-TF-17,A,TF,4,-200,100,150,3.5,40
ZULoc463,ZU-TF-18,A,TF,4,-200,100,150,1,10
ZULoc464,ZU-TF-19,A,TF,4,-200,100,150,0.8,10
ZULoc422,ZU-TF-2,A,TF,4,-200,100,150,0.5,5
ZULoc465,ZU-TF-20,A,TF,4,-200,100,150,3,60
ZULoc374,ZU-TF-21,A,TF,4,-200,100,150,0.8,10
ZULoc466,ZU-TF-22,A,TF,4,-200,100,150,1.2,30
ZULoc376,ZU-TF-23,A,TF,4,-200,100,150,0.9,10
ZULoc376,ZU-TF-24,A,TF,4,-200,100,150,1.4,20
ZULoc451,ZU-TF-25,A,TF,4,-200,100,150,4,100
ZULoc452,ZU-TF-26,A,TF,4,-200,100,150,0.5,5
ZULoc71,ZU-TF-3,A,TF,4,-200,100,150,2.9,40
ZULoc347,ZU-TF-4,A,TF,4,-200,100,150,0.5,10
ZULoc170,ZU-TF-5,A,TF,4,-200,100,150,3.5,70
ZULoc181,ZU-TF-6,A,TF,4,-200,100,150,2.3,30
ZULoc177,ZU-TF-7,A,TF,4,-200,100,150,7.8,100
ZULoc458,ZU-TF-8,A,TF,4,-200,100,150,4.2,40
ZULoc459,ZU-TF-9,A,TF,4,-200,100,150,0.7,10
