Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
TELoc214,TE-AZ-214,B,AZ,8,1150,1520,370,147,600
TELoc216,TE-AZ-216,A,AZ,8,1150,1520,370,44,
TELoc218,TE-AZ-218,A,AZ,8,1150,1520,185,,
TELoc219,TE-AZ-219,B,AZ,8,1150,1520,370,36,564
TELoc223,TE-AZ-223,A,AZ,8,1150,1520,370,8,100
TELoc45,TE-AZ-224,B,AZ,8,1150,1520,370,,
TELoc225,TE-AZ-225,B,AZ,8,1150,1520,185,4.5,
TELoc226,TE-AZ-226,A,AZ,8,1150,1520,370,5,100
TELoc23,TE-AZ-23,B,AZ,8,1150,1520,185,63,152
TELoc154,TE-AZ-230,A,AZ,8,1150,1520,370,88,1627
TELoc231,TE-AZ-231,B,AZ,8,1150,1520,185,44,210
TELoc232,TE-AZ-232,A,AZ,8,1150,1520,370,63,175
TELoc233,TE-AZ-233,B,AZ,8,1150,1520,185,194,330
TELoc235,TE-AZ-235,B,AZ,8,1150,1520,370,375,490
TELoc236,TE-AZ-236,B,AZ,8,1150,1520,370,329,455
TELoc237,TE-AZ-237,B,AZ,8,1150,1520,370,148,140
TELoc238,TE-AZ-238,B,AZ,8,1150,1520,185,58,85
TELoc24,TE-AZ-24,B,AZ,8,1150,1520,370,45,89
TELoc240,TE-AZ-240,A,AZ,8,1150,1520,370,98,
TELoc241,TE-AZ-241,A,AZ,8,1150,1520,370,93,350
TELoc242,TE-AZ-242,A,AZ,8,1150,1520,185,94,175
TELoc243,TE-AZ-243,A,AZ,8,1150,1520,185,87,350
TELoc244,TE-AZ-244,B,AZ,8,1150,1520,185,98,350
TELoc245,TE-AZ-245,A,AZ,8,1150,1520,185,188,210
TELoc246,TE-AZ-246,A,AZ,8,1150,1520,370,144,210
TELoc247,TE-AZ-247,A,AZ,8,1150,1520,370,96,245
TELoc248,TE-AZ-248,B,AZ,8,1150,1520,370,,
TELoc25,TE-AZ-25,B,AZ,8,1150,1520,370,37,210
TELoc250,TE-AZ-250,A,AZ,8,1150,1520,185,0.9,
TELoc251,TE-AZ-251,B,AZ,8,1150,1520,370,1.5,
TELoc252,TE-AZ-252,B,AZ,8,1150,1520,370,0.4,
TELoc253,TE-AZ-253,B,AZ,8,1150,1520,370,1.7,
TELoc254,TE-AZ-254,B,AZ,8,1150,1520,370,0.2,
TELoc255,TE-AZ-255,B,AZ,8,1150,1520,370,0.7,
TELoc256,TE-AZ-256,B,AZ,8,1150,1520,370,0.2,
TELoc257,TE-AZ-257,B,AZ,8,1150,1520,370,0.7,
TELoc26,TE-AZ-26,A,AZ,8,1150,1520,185,22,105
TELoc260,TE-AZ-260,A,AZ,8,1150,1520,185,,
TELoc261,TE-AZ-261,A,AZ,8,1150,1520,185,,
TELoc262,TE-AZ-262,A,AZ,8,1150,1520,370,73,1349
TELoc154,TE-AZ-263,A,AZ,8,1150,1520,370,22.2,410
TELoc264,TE-AZ-264,A,AZ,8,1150,1520,370,53.3,985
TELoc265,TE-AZ-265,A,AZ,8,1150,1520,185,,
TELoc266,TE-AZ-266,A,AZ,8,1150,1520,185,,
TELoc267,TE-AZ-267,A,AZ,8,1150,1520,185,,
TELoc268,TE-AZ-268,A,AZ,8,1150,1520,185,,
TELoc269,TE-AZ-269,A,AZ,8,1150,1520,185,,
TELoc27,TE-AZ-27,A,AZ,8,1150,1520,370,35,245
TELoc270,TE-AZ-270,A,AZ,8,1150,1520,185,,
TELoc271,TE-AZ-271,B,AZ,8,1150,1520,185,,
TELoc272,TE-AZ-272,B,AZ,8,1150,1520,185,,
TELoc28,TE-AZ-28,A,AZ,8,1150,1520,370,28,175
TELoc29,TE-AZ-29,A,AZ,8,1150,1520,370,44,350
TELoc3,TE-AZ-3,A,AZ,8,1150,1520,370,7.4,42
TELoc30,TE-AZ-30,A,AZ,8,1150,1520,185,8,42
TELoc31,TE-AZ-31,A,AZ,8,1150,1520,185,11,42
TELoc32,TE-AZ-32,A,AZ,8,1150,1520,370,22,105
TELoc33,TE-AZ-33,A,AZ,8,1150,1520,185,0.8,
TELoc34,TE-AZ-34,B,AZ,8,1150,1520,370,83,280
TELoc36,TE-AZ-36,B,AZ,8,1150,1520,185,72,350
TELoc37,TE-AZ-37,A,AZ,8,1150,1520,370,102,420
TELoc38,TE-AZ-38,A,AZ,8,1150,1520,370,88,490
TELoc39,TE-AZ-39,B,AZ,8,1150,1520,370,101,280
TELoc4,TE-AZ-4,A,AZ,8,1150,1520,185,0.6,10
TELoc40,TE-AZ-40,B,AZ,8,1150,1520,370,18,280
TELoc41,TE-AZ-41,B,AZ,8,1150,1520,185,9,280
TELoc42,TE-AZ-42,B,AZ,8,1150,1520,185,7,105
TELoc43,TE-AZ-43,B,AZ,8,1150,1520,370,18,315
TELoc44,TE-AZ-44,B,AZ,8,1150,1520,185,6,105
TELoc45,TE-AZ-45,B,AZ,8,1150,1520,370,38,100
TELoc46,TE-AZ-46,B,AZ,8,1150,1520,370,15,280
TELoc47,TE-AZ-47,B,AZ,8,1150,1520,185,4.7,105
TELoc48,TE-AZ-48,B,AZ,8,1150,1520,185,3.5,42
TELoc49,TE-AZ-49,B,AZ,8,1150,1520,185,5.2,105
TELoc5,TE-AZ-5,A,AZ,8,1150,1520,185,1.5,60
TELoc50,TE-AZ-50,B,AZ,8,1150,1520,185,4.7,70
TELoc51,TE-AZ-51,B,AZ,8,1150,1520,185,14,245
TELoc52,TE-AZ-52,A,AZ,8,1150,1520,370,2.2,42
TELoc53,TE-AZ-53,B,AZ,8,1150,1520,370,5.6,42
TELoc54,TE-AZ-54,B,AZ,8,1150,1520,185,7.9,105
TELoc55,TE-AZ-55,B,AZ,8,1150,1520,185,8.7,105
TELoc56,TE-AZ-56,A,AZ,8,1150,1520,370,52,140
TELoc57,TE-AZ-57,B,AZ,8,1150,1520,370,161,350
TELoc58,TE-AZ-58,A,AZ,8,1150,1520,370,135,210
TELoc59,TE-AZ-59,B,AZ,8,1150,1520,370,95,245
TELoc6,TE-AZ-6,A,AZ,8,1150,1520,185,5.6,
TELoc60,TE-AZ-60,A,AZ,8,1150,1520,185,29,350
TELoc61,TE-AZ-61,B,AZ,8,1150,1520,370,24,175
TELoc61,TE-AZ-62,B,AZ,8,1150,1520,370,47,420
TELoc61,TE-AZ-63,B,AZ,8,1150,1520,370,60,350
TELoc64,TE-AZ-64,A,AZ,8,1150,1520,370,38,210
TELoc64,TE-AZ-65,A,AZ,8,1150,1520,370,25,
TELoc66,TE-AZ-66,A,AZ,8,1150,1520,370,24,
TELoc67,TE-AZ-67,A,AZ,8,1150,1520,370,5,85
TELoc68,TE-AZ-68,B,AZ,8,1150,1520,370,8,85
TELoc69,TE-AZ-69,B,AZ,8,1150,1520,370,73,385
TELoc7,TE-AZ-7,B,AZ,8,1150,1520,185,10.6,400
TELoc70,TE-AZ-70,A,AZ,8,1150,1520,370,63,385
TELoc71,TE-AZ-71,B,AZ,8,1150,1520,370,99,420
TELoc72,TE-AZ-72,A,AZ,8,1150,1520,185,,
TELoc73,TE-AZ-73,B,AZ,8,1150,1520,370,74,210
TELoc74,TE-AZ-74,A,AZ,8,1150,1520,185,33,210
TELoc75,TE-AZ-75,B,AZ,8,1150,1520,370,36,210
TELoc76,TE-AZ-76,A,AZ,8,1150,1520,185,65,140
TELoc77,TE-AZ-77,B,AZ,8,1150,1520,370,24,140
TELoc78,TE-AZ-78,A,AZ,8,1150,1520,370,12,105
TELoc79,TE-AZ-79,A,AZ,8,1150,1520,185,4.5,42
TELoc8,TE-AZ-8,A,AZ,8,1150,1520,370,1,
TELoc80,TE-AZ-80,B,AZ,8,1150,1520,370,200,6000
TELoc81,TE-AZ-81,B,AZ,8,1150,1520,370,120,1260
TELoc82,TE-AZ-82,B,AZ,8,1150,1520,370,21,210
TELoc83,TE-AZ-83,A,AZ,8,1150,1520,185,18,
TELoc84,TE-AZ-84,A,AZ,8,1150,1520,370,,
TELoc85,TE-AZ-85,A,AZ,8,1150,1520,370,43,280
TELoc85,TE-AZ-86,A,AZ,8,1150,1520,370,27,140
TELoc87,TE-AZ-87,A,AZ,8,1150,1520,370,64,
TELoc88,TE-AZ-88,A,AZ,8,1150,1520,370,,60
TELoc89,TE-AZ-89,A,AZ,8,1150,1520,370,,
TELoc9,TE-AZ-9,A,AZ,8,1150,1520,370,131.6,2200
TELoc90,TE-AZ-90,B,AZ,8,1150,1520,370,120,1430
TELoc91,TE-AZ-91,B,AZ,8,1150,1520,370,80,860
TELoc92,TE-AZ-92,A,AZ,8,1150,1520,370,,50
TELoc95,TE-AZ-95,B,AZ,8,1150,1520,185,,70
TELoc96,TE-AZ-96,A,AZ,8,1150,1520,185,2.2,80
TELoc97,TE-AZ-97,B,AZ,8,1150,1520,185,4,
TELoc98,TE-AZ-98,A,AZ,8,1150,1520,185,,
TELoc99,TE-AZ-99,B,AZ,8,1150,1520,370,,10
TELoc154,TE-CL-1,A,CL,5,100,600,500,2252.6,95597
TELoc9,TE-CL-10,A,CL,5,100,600,500,5.2,310
TELoc248,TE-CL-100,A,CL,5,100,600,250,0.3,
TELoc348,TE-CL-101,A,CL,5,100,600,250,2.2,
TELoc231,TE-CL-102,A,CL,5,100,600,250,0.2,10
TELoc349,TE-CL-103,A,CL,5,100,600,250,,
TELoc350,TE-CL-104,A,CL,5,100,600,250,,10
TELoc71,TE-CL-105,A,CL,5,100,600,250,,10
TELoc71,TE-CL-106,A,CL,5,100,600,250,,10
TELoc71,TE-CL-107,A,CL,5,100,600,250,,10
TELoc351,TE-CL-108,A,CL,5,100,600,250,0.7,40
TELoc107,TE-CL-109,A,CL,5,100,600,250,0.1,10
TELoc80,TE-CL-110,A,CL,5,100,600,250,,10
TELoc80,TE-CL-111,A,CL,5,100,600,250,,10
TELoc203,TE-CL-112,A,CL,5,100,600,500,5.5,335
TELoc294,TE-CL-114,A,CL,5,100,600,500,,10
TELoc116,TE-CL-115,A,CL,5,100,600,250,,10
TELoc185,TE-CL-118,A,CL,5,100,600,250,,
TELoc264,TE-CL-119,A,CL,5,100,600,250,69.6,2952
TELoc302,TE-CL-122,A,CL,5,100,600,500,,10
TELoc81,TE-CL-123,A,CL,5,100,600,250,,10
TELoc352,TE-CL-126,A,CL,5,100,600,250,,10
TELoc90,TE-CL-127,A,CL,5,100,600,250,,10
TELoc91,TE-CL-128,A,CL,5,100,600,250,,10
TELoc236,TE-CL-129,A,CL,5,100,600,250,,10
TELoc262,TE-CL-13,A,CL,5,100,600,500,34.2,1451
TELoc236,TE-CL-130,A,CL,5,100,600,250,,10
TELoc301,TE-CL-131,A,CL,5,100,600,500,,10
TELoc304,TE-CL-132,A,CL,5,100,600,250,,10
TELoc90,TE-CL-133,A,CL,5,100,600,250,,
TELoc55,TE-CL-135,A,CL,5,100,600,250,0.6,60
TELoc233,TE-CL-138,A,CL,5,100,600,250,,
TELoc244,TE-CL-140,A,CL,5,100,600,250,,
TELoc271,TE-CL-141,A,CL,5,100,600,250,,
TELoc272,TE-CL-142,A,CL,5,100,600,250,,
TELoc59,TE-CL-143,A,CL,5,100,600,250,,
TELoc58,TE-CL-144,A,CL,5,100,600,500,,
TELoc353,TE-CL-145,A,CL,5,100,600,250,,
TELoc59,TE-CL-146,A,CL,5,100,600,250,,
TELoc203,TE-CL-147,A,CL,5,100,600,500,,
TELoc315,TE-CL-148,A,CL,5,100,600,250,,
TELoc162,TE-CL-15,B,CL,5,100,600,250,4,240
TELoc162,TE-CL-16,B,CL,5,100,600,500,1.8,110
TELoc11,TE-CL-18,A,CL,5,100,600,250,0.4,25
TELoc136,TE-CL-19,A,CL,5,100,600,250,1.5,90
TELoc298,TE-CL-2,A,CL,5,100,600,500,6.3,400
TELoc324,TE-CL-20,A,CL,5,100,600,250,10.5,630
TELoc97,TE-CL-21,A,CL,5,100,600,250,2.1,125
TELoc325,TE-CL-22,A,CL,5,100,600,250,1.5,90
TELoc326,TE-CL-23,A,CL,5,100,600,250,4,240
TELoc327,TE-CL-24,A,CL,5,100,600,250,0.5,30
TELoc58,TE-CL-25,A,CL,5,100,600,500,16.5,990
TELoc238,TE-CL-26,A,CL,5,100,600,250,5.5,330
TELoc58,TE-CL-27,A,CL,5,100,600,500,0.4,25
TELoc58,TE-CL-28,A,CL,5,100,600,500,1.5,90
TELoc80,TE-CL-29,A,CL,5,100,600,250,0.5,70
TELoc321,TE-CL-3,A,CL,5,100,600,250,1.5,90
TELoc143,TE-CL-30,A,CL,5,100,600,500,19.5,1170
TELoc143,TE-CL-31,A,CL,5,100,600,500,10,600
TELoc328,TE-CL-32,A,CL,5,100,600,250,4.4,240
TELoc7,TE-CL-33,A,CL,5,100,600,250,1.6,95
TELoc102,TE-CL-34,A,CL,5,100,600,250,1,60
TELoc140,TE-CL-35,A,CL,5,100,600,250,0.3,20
TELoc329,TE-CL-36,A,CL,5,100,600,250,0.1,10
TELoc300,TE-CL-37,A,CL,5,100,600,250,0.1,10
TELoc87,TE-CL-38,A,CL,5,100,600,500,1.5,90
TELoc331,TE-CL-39,A,CL,5,100,600,250,,
TELoc12,TE-CL-4,A,CL,5,100,600,500,8.5,510
TELoc44,TE-CL-40,A,CL,5,100,600,250,9.5,570
TELoc43,TE-CL-41,A,CL,5,100,600,250,0.5,35
TELoc128,TE-CL-42,A,CL,5,100,600,250,3.7,220
TELoc332,TE-CL-43,A,CL,5,100,600,250,0.7,40
TELoc333,TE-CL-44,A,CL,5,100,600,250,0.7,40
TELoc47,TE-CL-45,A,CL,5,100,600,250,0.4,25
TELoc45,TE-CL-46,A,CL,5,100,600,250,22.5,1350
TELoc41,TE-CL-47,A,CL,5,100,600,250,1,60
TELoc40,TE-CL-48,A,CL,5,100,600,250,1.6,95
TELoc225,TE-CL-49,A,CL,5,100,600,250,9.2,550
TELoc25,TE-CL-5,A,CL,5,100,600,250,4.6,280
TELoc334,TE-CL-50,A,CL,5,100,600,250,0.2,10
TELoc335,TE-CL-51,A,CL,5,100,600,250,0.2,10
TELoc336,TE-CL-52,A,CL,5,100,600,250,0.5,30
TELoc337,TE-CL-53,A,CL,5,100,600,250,0.6,35
TELoc338,TE-CL-54,A,CL,5,100,600,250,0.3,20
TELoc339,TE-CL-55,A,CL,5,100,600,250,0.2,10
TELoc340,TE-CL-56,A,CL,5,100,600,250,1.7,100
TELoc46,TE-CL-57,A,CL,5,100,600,250,8.2,490
TELoc182,TE-CL-59,A,CL,5,100,600,250,1,
TELoc157,TE-CL-6,A,CL,5,100,600,250,11.5,690
TELoc48,TE-CL-60,A,CL,5,100,600,250,2.1,125
TELoc48,TE-CL-62,A,CL,5,100,600,250,0.2,10
TELoc290,TE-CL-63,A,CL,5,100,600,250,0.6,35
TELoc45,TE-CL-64,A,CL,5,100,600,250,0.4,25
TELoc53,TE-CL-65,A,CL,5,100,600,250,0.3,20
TELoc341,TE-CL-66,A,CL,5,100,600,250,0.4,25
TELoc342,TE-CL-67,A,CL,5,100,600,250,0.3,20
TELoc277,TE-CL-68,A,CL,5,100,600,250,0.2,25
TELoc322,TE-CL-7,A,CL,5,100,600,250,1.5,90
TELoc51,TE-CL-70,A,CL,5,100,600,250,,10
TELoc50,TE-CL-71,A,CL,5,100,600,250,0.2,10
TELoc49,TE-CL-72,A,CL,5,100,600,250,,10
TELoc124,TE-CL-73,A,CL,5,100,600,250,21,1260
TELoc343,TE-CL-74,A,CL,5,100,600,250,0.7,40
TELoc252,TE-CL-75,A,CL,5,100,600,250,0.4,25
TELoc253,TE-CL-76,A,CL,5,100,600,250,1.7,100
TELoc254,TE-CL-77,A,CL,5,100,600,250,0.2,10
TELoc251,TE-CL-78,A,CL,5,100,600,250,1.5,90
TELoc256,TE-CL-79,A,CL,5,100,600,250,0.2,10
TELoc219,TE-CL-8,A,CL,5,100,600,250,10.5,630
TELoc255,TE-CL-80,A,CL,5,100,600,250,0.7,40
TELoc257,TE-CL-81,A,CL,5,100,600,250,0.7,40
TELoc123,TE-CL-82,A,CL,5,100,600,250,1.5,90
TELoc216,TE-CL-83,A,CL,5,100,600,500,30.5,1830
TELoc214,TE-CL-84,A,CL,5,100,600,250,0.1,
TELoc344,TE-CL-85,A,CL,5,100,600,250,0.1,
TELoc345,TE-CL-86,A,CL,5,100,600,250,,10
TELoc85,TE-CL-87,A,CL,5,100,600,500,6.9,415
TELoc323,TE-CL-9,A,CL,5,100,600,250,0.1,40
TELoc56,TE-CL-90,A,CL,5,100,600,500,1.2,70
TELoc346,TE-CL-91,A,CL,5,100,600,250,3.7,520
TELoc36,TE-CL-94,A,CL,5,100,600,250,16.2,990
TELoc198,TE-CL-97,A,CL,5,100,600,250,,
TELoc347,TE-CL-99,A,CL,5,100,600,250,0.1,
TELoc12,TE-ET-10,A,ET,6,600,900,300,15,1500
TELoc297,TE-ET-11,A,ET,6,600,900,150,4.2,110
TELoc298,TE-ET-12,A,ET,6,600,900,300,2.8,30
TELoc298,TE-ET-13,A,ET,6,600,900,300,0.1,10
TELoc304,TE-ET-144,A,ET,6,600,900,300,3,
TELoc67,TE-ET-168,A,ET,6,600,900,150,,
TELoc68,TE-ET-169,B,ET,6,600,900,150,,
TELoc12,TE-ET-17,A,ET,6,600,900,300,18,450
TELoc281,TE-ET-170,A,ET,6,600,900,150,,
TELoc89,TE-ET-176,A,ET,6,600,900,150,0.1,
TELoc292,TE-ET-177,A,ET,6,600,900,150,,
TELoc13,TE-ET-18,B,ET,6,600,900,150,6,150
TELoc58,TE-ET-180,A,ET,6,600,900,300,,
TELoc216,TE-ET-181,A,ET,6,600,900,300,,
TELoc85,TE-ET-183,A,ET,6,600,900,300,,
TELoc56,TE-ET-185,A,ET,6,600,900,300,,
TELoc299,TE-ET-19,A,ET,6,600,900,150,4.5,45
TELoc3,TE-ET-2,A,ET,6,600,900,150,2.5,
TELoc300,TE-ET-20,A,ET,6,600,900,300,35.5,888
TELoc154,TE-ET-201,A,ET,6,600,900,300,47.6,851
TELoc87,TE-ET-21,A,ET,6,600,900,300,45,1015
TELoc137,TE-ET-217,B,ET,6,600,900,150,,
TELoc138,TE-ET-218,A,ET,6,600,900,150,,
TELoc143,TE-ET-219,A,ET,6,600,900,300,,
TELoc301,TE-ET-22,A,ET,6,600,900,300,3.2,80
TELoc262,TE-ET-23,A,ET,6,600,900,300,51.1,914
TELoc232,TE-ET-24,A,ET,6,600,900,150,5,50
TELoc302,TE-ET-26,A,ET,6,600,900,300,6,
TELoc162,TE-ET-28,B,ET,6,600,900,300,22,550
TELoc97,TE-ET-29,A,ET,6,600,900,150,1.5,150
TELoc9,TE-ET-3,A,ET,6,600,900,300,2.1,11
TELoc264,TE-ET-30,A,ET,6,600,900,300,79.4,1420
TELoc154,TE-ET-330,A,ET,6,600,900,300,122.3,2188
TELoc154,TE-ET-331,A,ET,6,600,900,300,31.1,556
TELoc9,TE-ET-4,A,ET,6,600,900,300,9,90
TELoc8,TE-ET-5,A,ET,6,600,900,150,2.9,29
TELoc295,TE-ET-6,A,ET,6,600,900,150,3.2,32
TELoc154,TE-ET-72,A,ET,6,600,900,300,1257.8,22502
TELoc296,TE-ET-8,A,ET,6,600,900,150,4.2,42
TELoc203,TE-ET-82,A,ET,6,600,900,300,15,
TELoc294,TE-ET-83,A,ET,6,600,900,300,2.2,55
TELoc154,TE-ET-84,A,ET,6,600,900,300,31.9,571
TELoc278,TE-ET-85,B,ET,6,600,900,150,1.7,17
TELoc319,TE-ET-86,A,ET,6,600,900,150,2,50
TELoc70,TE-ET-87,A,ET,6,600,900,150,4.2,42
TELoc317,TE-ET-9,A,ET,6,600,900,150,1,25
TELoc303,TE-ET-91,A,ET,6,600,900,150,1.5,8
TELoc154,TE-LF-105,A,LF,3,-400,-200,100,7,50
TELoc154,TE-LF-106,A,LF,3,-400,-200,,,
TELoc154,TE-LF-108,A,LF,3,-400,-200,100,,
TELoc154,TE-LF-109,A,LF,3,-400,-200,100,,
TELoc154,TE-LF-111,A,LF,3,-400,-200,100,,
TELoc422,TE-LF-114,A,LF,3,-400,-200,100,3,75
TELoc278,TE-LF-115,A,LF,3,-400,-200,100,2,200
TELoc61,TE-LF-116,A,LF,3,-400,-200,100,2.5,63
TELoc61,TE-LF-117,A,LF,3,-400,-200,,2.5,25
TELoc116,TE-LF-131a,A,LF,3,-400,-200,100,,
TELoc378,TE-LF-160,A,LF,3,-400,-200,200,,
TELoc399,TE-LF-165,A,LF,3,-400,-200,100,,
TELoc376,TE-LF-182,A,LF,3,-400,-200,100,2,
TELoc235,TE-LF-183,A,LF,3,-400,-200,200,2,
TELoc235,TE-LF-184,A,LF,3,-400,-200,200,1,
TELoc377,TE-LF-185,A,LF,3,-400,-200,100,1.5,15
TELoc298,TE-LF-189,A,LF,3,-400,-200,200,,
TELoc82,TE-LF-204,A,LF,3,-400,-200,100,1,
TELoc136,TE-LF-212,A,LF,3,-400,-200,100,,
TELoc140,TE-LF-213,A,LF,3,-400,-200,100,,
TELoc146,TE-LF-215,A,LF,3,-400,-200,100,,
TELoc42,TE-LF-224,A,LF,3,-400,-200,200,,
TELoc394,TE-LF-226,A,LF,3,-400,-200,200,,
TELoc199,TE-LF-229,A,LF,3,-400,-200,200,,
TELoc203,TE-LF-230,A,LF,3,-400,-200,200,,
TELoc21,TE-LF-278,A,LF,3,-400,-200,100,,
TELoc43,TE-LF-283,A,LF,3,-400,-200,100,,
TELoc44,TE-LF-284,A,LF,3,-400,-200,100,,
TELoc77,TE-LF-291,A,LF,3,-400,-200,100,,
TELoc107,TE-LF-295,A,LF,3,-400,-200,100,,
TELoc108,TE-LF-296,A,LF,3,-400,-200,100,,
TELoc145,TE-LF-30,A,LF,3,-400,-200,100,4,200
TELoc113,TE-LF-307,A,LF,3,-400,-200,100,,
TELoc114,TE-LF-310,A,LF,3,-400,-200,100,,
TELoc154,TE-LF-311,A,LF,3,-400,-200,100,12.6,317
TELoc140,TE-LF-32,A,LF,3,-400,-200,100,1.5,38
TELoc154,TE-LF-35,A,LF,3,-400,-200,100,26.1,657
TELoc162,TE-LF-38,A,LF,3,-400,-200,100,7,700
TELoc11,TE-LF-4,A,LF,3,-400,-200,100,8,200
TELoc385,TE-LF-52,A,LF,3,-400,-200,100,4.4,134
TELoc398,TE-LF-53,A,LF,3,-400,-200,100,2.2,22
TELoc73,TE-LF-65,A,LF,3,-400,-200,100,4.5,
TELoc391,TE-LF-66a,A,LF,3,-400,-200,100,1,50
TELoc392,TE-LF-67a,A,LF,3,-400,-200,100,1,100
TELoc75,TE-LF-69,A,LF,3,-400,-200,100,4,
TELoc397,TE-LF-7,A,LF,3,-400,-200,100,5,125
TELoc9,TE-LF-74,A,LF,3,-400,-200,200,,
TELoc235,TE-LF-89,A,LF,3,-400,-200,200,8,200
TELoc193,TE-LF-9,A,LF,3,-400,-200,100,14,590
TELoc237,TE-LF-97,A,LF,3,-400,-200,200,4,20
TELoc1,TE-LT-1,A,LT,7,900,1150,125,8.2,154
TELoc203,TE-LT-100,A,LT,7,900,1150,250,,
TELoc203,TE-LT-101,A,LT,7,900,1150,250,,
TELoc236,TE-LT-102,B,LT,7,900,1150,125,,
TELoc237,TE-LT-103,B,LT,7,900,1150,125,,
TELoc287,TE-LT-104,A,LT,7,900,1150,125,,
TELoc288,TE-LT-105,A,LT,7,900,1150,125,,
TELoc82,TE-LT-107,B,LT,7,900,1150,125,,
TELoc88,TE-LT-109,A,LT,7,900,1150,125,5,25
TELoc89,TE-LT-110,A,LT,7,900,1150,250,0.1,
TELoc92,TE-LT-111,A,LT,7,900,1150,125,2,30
TELoc99,TE-LT-112,B,LT,7,900,1150,125,2.3,50
TELoc134,TE-LT-113,A,LT,7,900,1150,125,3,50
TELoc133,TE-LT-114,A,LT,7,900,1150,125,18,110
TELoc289,TE-LT-116,A,LT,7,900,1150,125,5.2,70
TELoc140,TE-LT-117,B,LT,7,900,1150,125,4.5,40
TELoc421,TE-LT-118,A,LT,7,900,1150,125,,
TELoc143,TE-LT-119,A,LT,7,900,1150,250,,
TELoc291,TE-LT-120,A,LT,7,900,1150,125,,
TELoc154,TE-LT-122,A,LT,7,900,1150,250,944.2,15233
TELoc292,TE-LT-123,A,LT,7,900,1150,125,2,
TELoc78,TE-LT-126,A,LT,7,900,1150,125,,
TELoc82,TE-LT-127,B,LT,7,900,1150,125,,
TELoc248,TE-LT-128,B,LT,7,900,1150,125,,
TELoc210,TE-LT-129,A,LT,7,900,1150,125,39,
TELoc73,TE-LT-130,B,LT,7,900,1150,125,9,30
TELoc205,TE-LT-131,A,LT,7,900,1150,125,4,30
TELoc293,TE-LT-132,C,LT,7,900,1150,125,21,525
TELoc124,TE-LT-134,B,LT,7,900,1150,125,37,3700
TELoc294,TE-LT-136,A,LT,7,900,1150,125,,
TELoc57,TE-LT-137,B,LT,7,900,1150,125,5,25
TELoc157,TE-LT-14,B,LT,7,900,1150,125,13.5,675
TELoc58,TE-LT-142,A,LT,7,900,1150,250,1,10
TELoc3,TE-LT-146,A,LT,7,900,1150,250,2.5,
TELoc9,TE-LT-147,A,LT,7,900,1150,250,2.1,20
TELoc9,TE-LT-148,A,LT,7,900,1150,250,18,180
TELoc8,TE-LT-149,A,LT,7,900,1150,250,12.2,302
TELoc24,TE-LT-15,B,LT,7,900,1150,125,7,175
TELoc295,TE-LT-150,A,LT,7,900,1150,125,5.8,58
TELoc296,TE-LT-151,A,LT,7,900,1150,125,4.2,42
TELoc12,TE-LT-152,A,LT,7,900,1150,250,25,1250
TELoc297,TE-LT-153,A,LT,7,900,1150,125,15,150
TELoc298,TE-LT-154,A,LT,7,900,1150,125,2.8,30
TELoc12,TE-LT-155,A,LT,7,900,1150,250,18,180
TELoc13,TE-LT-156,B,LT,7,900,1150,250,48,1200
TELoc299,TE-LT-157,A,LT,7,900,1150,125,4.5,45
TELoc300,TE-LT-158,A,LT,7,900,1150,125,13.5,355
TELoc87,TE-LT-159,A,LT,7,900,1150,250,64,1600
TELoc273,TE-LT-16,A,LT,7,900,1150,125,8,40
TELoc301,TE-LT-160,A,LT,7,900,1150,125,12,300
TELoc262,TE-LT-161,A,LT,7,900,1150,250,28,280
TELoc232,TE-LT-162,A,LT,7,900,1150,250,6,60
TELoc302,TE-LT-164,A,LT,7,900,1150,125,6,
TELoc162,TE-LT-166,B,LT,7,900,1150,250,14,140
TELoc264,TE-LT-167,A,LT,7,900,1150,250,33.1,534
TELoc154,TE-LT-173,A,LT,7,900,1150,250,24.4,394
TELoc303,TE-LT-174,A,LT,7,900,1150,125,1.5,8
TELoc304,TE-LT-178,A,LT,7,900,1150,125,3,
TELoc216,TE-LT-182,A,LT,7,900,1150,250,,
TELoc25,TE-LT-186,B,LT,7,900,1150,125,,
TELoc75,TE-LT-187,B,LT,7,900,1150,125,,
TELoc77,TE-LT-188,B,LT,7,900,1150,125,,
TELoc84,TE-LT-190,A,LT,7,900,1150,125,,
TELoc101,TE-LT-191,A,LT,7,900,1150,125,,
TELoc136,TE-LT-192,B,LT,7,900,1150,125,,
TELoc137,TE-LT-193,B,LT,7,900,1150,250,,
TELoc138,TE-LT-193*,A,LT,7,900,1150,250,,
TELoc154,TE-LT-202,A,LT,7,900,1150,250,48.3,779
TELoc235,TE-LT-203,B,LT,7,900,1150,125,,
TELoc246,TE-LT-204,A,LT,7,900,1150,125,,
TELoc241,TE-LT-205,A,LT,7,900,1150,125,,
TELoc34,TE-LT-206,B,LT,7,900,1150,125,,
TELoc32,TE-LT-207,A,LT,7,900,1150,125,,
TELoc29,TE-LT-208,A,LT,7,900,1150,125,,
TELoc28,TE-LT-209,A,LT,7,900,1150,125,,
TELoc27,TE-LT-210,A,LT,7,900,1150,125,,
TELoc219,TE-LT-212,B,LT,7,900,1150,125,,
TELoc19,TE-LT-213,A,LT,7,900,1150,125,,
