Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
1,SVP-ETAN-335,A,Early Tanguche,7,750,900,50,1,50
2,SVP-SAL-13,A,Las Salinas,1,-3000,-1800,400,0.5,15
3,SVP-SAL-14,A,Las Salinas,1,-3000,-1800,400,0.5,15
4,SVP-ETR-42,A,Early Tambo Real,9,1100,1470,123.3333333,10.8,2700
5,SVP-ETAN-390,A,Early Tanguche,7,750,900,50,0.5,25
6,SVP-ETAN-334,A,Early Tanguche,7,750,900,50,0.5,25
7,SVP-ETAN-389,A,Early Tanguche,7,750,900,50,0.5,25
8,SVP-ETAN-258,A,Early Tanguche,7,750,900,50,0.5,25
9,SVP-ETAN-259,A,Early Tanguche,7,750,900,50,0.5,25
10,SVP-ETAN-255,A,Early Tanguche,7,750,900,50,0.5,25
11,SVP-ETAN-256,A,Early Tanguche,7,750,900,50,0.5,25
12,SVP-ETAN-257,A,Early Tanguche,7,750,900,50,0.5,25
13,SVP-ETAN-260,A,Early Tanguche,7,750,900,50,0.5,25
14,SVP-ETAN-388,A,Early Tanguche,7,750,900,50,0.5,25
15,SVP-ETAN-387,A,Early Tanguche,7,750,900,50,1,50
16,SVP-ETAN-261,A,Early Tanguche,7,750,900,50,1,50
17,SVP-ETAN-254,A,Early Tanguche,7,750,900,50,0.5,25
18,SVP-ETAN-333,A,Early Tanguche,7,750,900,50,0.5,25
19,SVP-ETAN-252,A,Early Tanguche,7,750,900,50,1.25,60
20,SVP-ETAN-253,A,Early Tanguche,7,750,900,50,0.5,25
21,SVP-ETAN-194,A,Early Tanguche,7,750,900,50,4.5,450
21,SVP-ETR-41,B,Early Tambo Real,9,1100,1470,123.3333333,4.3,215
22,SVP-ETAN-262,A,Early Tanguche,7,750,900,50,0.5,25
23,SVP-ETAN-263,A,Early Tanguche,7,750,900,50,0.75,40
24,SVP-ETAN-264,A,Early Tanguche,7,750,900,50,0.5,25
25,SVP-ETAN-265,A,Early Tanguche,7,750,900,50,1,50
26,SVP-ETAN-386,A,Early Tanguche,7,750,900,50,1.5,75
27,SVP-ETR-40,A,Early Tambo Real,9,1100,1470,123.3333333,0.5,25
28,SVP-ETAN-332,A,Early Tanguche,7,750,900,50,0.5,25
29,SVP-ETAN-184,A,Early Tanguche,7,750,900,50,1.4,70
30,SVP-ETAN-385,A,Early Tanguche,7,750,900,50,0.25,10
31,SVP-ETAN-266,A,Early Tanguche,7,750,900,50,0.5,25
32,SVP-ETAN-382,A,Early Tanguche,7,750,900,50,1,50
33,SVP-ETR-39,A,Early Tambo Real,9,1100,1470,123.3333333,1.4,70
34,SVP-LTR-74,A,Late Tambo Real,10,1470,1532,20.66666667,0.75,75
35,SVP-ETAN-383,A,Early Tanguche,7,750,900,50,0.5,25
36,SVP-ETAN-384,A,Early Tanguche,7,750,900,50,0.25,10
37,SVP-ETAN-331,A,Early Tanguche,7,750,900,50,0.5,25
38,SVP-ETAN-380,A,Early Tanguche,7,750,900,50,0.5,25
39,SVP-SAL-36,A,Las Salinas,1,-3000,-1800,400,0.2,5
40,SVP-ETAN-381,A,Early Tanguche,7,750,900,50,1,50
41,SVP-SAL-19,A,Las Salinas,1,-3000,-1800,400,0.5,15
42,SVP-SAL-18,A,Las Salinas,1,-3000,-1800,400,0.5,15
43,SVP-ETR-38,A,Early Tambo Real,9,1100,1470,123.3333333,4,200
44,SVP-SAL-23,A,Las Salinas,1,-3000,-1800,400,1,30
45,SVP-ETAN-379,A,Early Tanguche,7,750,900,50,0.5,25
46,SVP-ETAN-268,A,Early Tanguche,7,750,900,50,0.25,10
47,SVP-ETAN-377,A,Early Tanguche,7,750,900,50,0.5,25
48,SVP-SAL-16,A,Las Salinas,1,-3000,-1800,400,1,50
49,SVP-LSUCH-145,A,Late Suchimancillo,5,100,500,133.3333333,3.2,320
49,SVP-ETAN-183,B,Early Tanguche,7,750,900,50,1.8,180
50,SVP-ETAN-239,A,Early Tanguche,7,750,900,50,0.5,25
51,SVP-ETAN-267,A,Early Tanguche,7,750,900,50,0.25,10
52,SVP-ETAN-378,A,Early Tanguche,7,750,900,50,0.5,25
53,SVP-GUAD-205,A,Guadalupito,6,300,750,150,0.8,40
54,SVP-SAL-15,A,Las Salinas,1,-3000,-1800,400,0.5,15
55,SVP-ETAN-202,A,Early Tanguche,7,750,900,50,1.1,55
55,SVP-ETR-49,B,Early Tambo Real,9,1100,1470,123.3333333,1.1,15
56,SVP-ETAN-207,A,Early Tanguche,7,750,900,50,0.2,10
57,SVP-SAL-20,A,Las Salinas,1,-3000,-1800,400,0.25,15
58,SVP-ETAN-204,A,Early Tanguche,7,750,900,50,0.2,10
59,SVP-ETAN-206,A,Early Tanguche,7,750,900,50,0.6,30
60,SVP-LSUCH-146,A,Late Suchimancillo,5,100,500,133.3333333,14.6,730
60,SVP-ETAN-185,B,Early Tanguche,7,750,900,50,2.25,225
60,SVP-ETR-30,C,Early Tambo Real,9,1100,1470,123.3333333,1,100
61,SVP-SAL-22,A,Las Salinas,1,-3000,-1800,400,0.25,10
62,SVP-SAL-24,A,Las Salinas,1,-3000,-1800,400,0.15,5
63,SVP-ETAN-205,A,Early Tanguche,7,750,900,50,0.3,15
64,SVP-ETAN-201,A,Early Tanguche,7,750,900,50,0.25,15
64,SVP-ETR-48,B,Early Tambo Real,9,1100,1470,123.3333333,0.25,5
65,SVP-ETAN-251,A,Early Tanguche,7,750,900,50,0.1,5
66,SVP-SAL-35,A,Las Salinas,1,-3000,-1800,400,0.75,20
67,SVP-SAL-25,A,Las Salinas,1,-3000,-1800,400,0.15,5
68,SVP-ETAN-330,A,Early Tanguche,7,750,900,50,3.5,50
69,SVP-ETAN-203,A,Early Tanguche,7,750,900,50,1.4,70
70,SVP-ETAN-329,A,Early Tanguche,7,750,900,50,3,75
71,SVP-SAL-34,A,Las Salinas,1,-3000,-1800,400,0.75,20
72,SVP-LTAN-51,A,Late Tanguche,8,900,1100,66.66666667,1.8,90
73,SVP-SAL-17,A,Las Salinas,1,-3000,-1800,400,8.75,260
74,SVP-ETAN-200,A,Early Tanguche,7,750,900,50,2,200
75,SVP-LTR-72,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,25
76,SVP-SAL-26,A,Las Salinas,1,-3000,-1800,400,0.15,5
77,SVP-SAL-27,A,Las Salinas,1,-3000,-1800,400,0.15,5
78,SVP-ETAN-328,A,Early Tanguche,7,750,900,50,0.5,15
80,SVP-ETAN-250,A,Early Tanguche,7,750,900,50,0.5,5
81,SVP-ETAN-327,A,Early Tanguche,7,750,900,50,1.1,30
83,SVP-LSUCH-153,A,Late Suchimancillo,5,100,500,133.3333333,1.4,70
84,SVP-ETR-37,A,Early Tambo Real,9,1100,1470,123.3333333,2.9,290
85,SVP-GUAD-169,A,Guadalupito,6,300,750,150,1.6,80
87,SVP-ETR-45,A,Early Tambo Real,9,1100,1470,123.3333333,0.9,45
87,SVP-LTR-73,A,Late Tambo Real,10,1470,1532,20.66666667,1.4,140
89,SVP-SAL-28,A,Las Salinas,1,-3000,-1800,400,0.15,5
90,SVP-ETAN-326,A,Early Tanguche,7,750,900,50,0.9,45
91,SVP-ETAN-249,A,Early Tanguche,7,750,900,50,4.7,70
92,SVP-ETAN-325,A,Early Tanguche,7,750,900,50,0.3,10
93,SVP-ETAN-208,A,Early Tanguche,7,750,900,50,2.4,120
94,SVP-ETAN-199,A,Early Tanguche,7,750,900,50,2.7,270
94,SVP-ETR-47,B,Early Tambo Real,9,1100,1470,123.3333333,2.75,275
95,SVP-ETAN-240,A,Early Tanguche,7,750,900,50,1.6,25
96,SVP-ETAN-324,A,Early Tanguche,7,750,900,50,0.5,25
97,SVP-SAL-29,A,Las Salinas,1,-3000,-1800,400,0.15,5
98,SVP-ETAN-323,A,Early Tanguche,7,750,900,50,1,25
100,SVP-SAL-31,A,Las Salinas,1,-3000,-1800,400,0.15,5
101,SVP-ETAN-248,A,Early Tanguche,7,750,900,50,0.8,10
102,SVP-GUAD-113,A,Guadalupito,6,300,750,150,6.3,315
103,SVP-SAL-30,A,Las Salinas,1,-3000,-1800,400,0.15,5
104,SVP-ETAN-322,A,Early Tanguche,7,750,900,50,0.3,5
106,SVP-ETAN-269,A,Early Tanguche,7,750,900,50,0.6,30
107,SVP-ETAN-209,A,Early Tanguche,7,750,900,50,1.6,80
108,SVP-SAL-32,A,Las Salinas,1,-3000,-1800,400,0.2,5
109,SVP-GUAD-111,A,Guadalupito,6,300,750,150,5.85,585
109,SVP-GUAD-112,A,Guadalupito,6,300,750,150,13,1875
109,SVP-ETAN-180,A,Early Tanguche,7,750,900,50,1.6,60
109,SVP-ETR-26,B,Early Tambo Real,9,1100,1470,123.3333333,1,50
109,SVP-LTR-38,B,Late Tambo Real,10,1470,1532,20.66666667,1.4,70
111,SVP-GUAD-168,A,Guadalupito,6,300,750,150,1.8,30
112,SVP-SAL-33,A,Las Salinas,1,-3000,-1800,400,0.15,5
113,SVP-ETAN-270,A,Early Tanguche,7,750,900,50,0.5,25
114,SVP-ETAN-247,A,Early Tanguche,7,750,900,50,2.25,110
115,SVP-ETAN-321,A,Early Tanguche,7,750,900,50,33,495
115,SVP-LTAN-56,A,Late Tanguche,8,900,1100,66.66666667,1,50
116,SVP-GUAD-109,A,Guadalupito,6,300,750,150,7.4,370
117,SVP-LTR-75,A,Late Tambo Real,10,1470,1532,20.66666667,2.3,35
118,SVP-ETAN-376,A,Early Tanguche,7,750,900,50,1,15
122,SVP-GUAD-94,A,Guadalupito,6,300,750,150,2.25,225
122,SVP-ETAN-168,A,Early Tanguche,7,750,900,50,2.25,175
123,SVP-ETAN-179,A,Early Tanguche,7,750,900,50,1.75,175
123,SVP-LTAN-49,A,Late Tanguche,8,900,1100,66.66666667,0.75,40
124,SVP-ETAN-299,A,Early Tanguche,7,750,900,50,0.25,10
125,SVP-ETAN-375,A,Early Tanguche,7,750,900,50,0.5,10
126,SVP-VIN-37,A,Vinzos,3,-500,-100,133.3333333,26,2050
128,SVP-ETAN-298,A,Early Tanguche,7,750,900,50,0.3,5
133,SVP-ETAN-246,A,Early Tanguche,7,750,900,50,4.7,235
134,SVP-ESUCH-126,A,Early Suchimancillo,4,-100,100,66.66666667,70,3500
134,SVP-LSUCH-149,A,Late Suchimancillo,5,100,500,133.3333333,14.2,1420
134,SVP-LTAN-53,B,Late Tanguche,8,900,1100,66.66666667,20,2000
134,SVP-LTAN-54,B,Late Tanguche,8,900,1100,66.66666667,3,300
134,SVP-ETR-43,B,Early Tambo Real,9,1100,1470,370,33,3300
134,SVP-LTR-68,B,Late Tambo Real,10,1470,1532,20.66666667,20,1000
136,SVP-ETAN-374,A,Early Tanguche,7,750,900,50,2.25,110
138,SVP-GUAD-104,A,Guadalupito,6,300,750,150,2.25,280
138,SVP-ETAN-173,A,Early Tanguche,7,750,900,50,0.36,90
140,SVP-ETAN-297,A,Early Tanguche,7,750,900,50,0.3,5
141,SVP-ETAN-319,A,Early Tanguche,7,750,900,50,0.5,5
142,SVP-ETAN-175,A,Early Tanguche,7,750,900,50,1.1,55
143,SVP-ETAN-174,A,Early Tanguche,7,750,900,50,0.75,40
145,SVP-ETAN-318,A,Early Tanguche,7,750,900,50,8.5,150
146,SVP-LSUCH-144,A,Late Suchimancillo,5,100,500,133.3333333,1,15
146,SVP-GUAD-110,A,Guadalupito,6,300,750,150,1,50
148,SVP-ETAN-373,A,Early Tanguche,7,750,900,50,0.2,5
150,SVP-GUAD-102,A,Guadalupito,6,300,750,150,1.8,25
151,SVP-ETAN-296,A,Early Tanguche,7,750,900,50,0.3,5
152,SVP-ETAN-372,A,Early Tanguche,7,750,900,50,1.25,60
153,SVP-ESUCH-128,A,Early Suchimancillo,4,-100,100,66.66666667,4.5,225
153,SVP-LSUCH-151,A,Late Suchimancillo,5,100,500,133.3333333,2,100
153,SVP-ETR-46,B,Early Tambo Real,9,1100,1470,123.3333333,1.1,55
154,SVP-ETAN-317,A,Early Tanguche,7,750,900,50,2.25,35
155,SVP-ETAN-241,A,Early Tanguche,7,750,900,50,1.6,25
156,SVP-ETR-36,B,Early Tambo Real,9,1100,1470,123.3333333,0.25,25
157,SVP-ESUCH-121,A,Early Suchimancillo,4,-100,100,66.66666667,0.15,15
157,SVP-ETAN-177,B,Early Tanguche,7,750,900,50,0.25,5
157,SVP-LTAN-48,B,Late Tanguche,8,900,1100,66.66666667,0.5,50
158,SVP-ETAN-295,A,Early Tanguche,7,750,900,50,0.5,10
159,SVP-ETAN-391,A,Early Tanguche,7,750,900,50,1.25,60
160,SVP-ETAN-394,A,Early Tanguche,7,750,900,50,0.75,40
161,SVP-LSUCH-152,A,Late Suchimancillo,5,100,500,133.3333333,1.1,
163,SVP-ETAN-392,A,Early Tanguche,7,750,900,50,0.75,10
164,SVP-ETAN-294,A,Early Tanguche,7,750,900,50,0.3,5
165,SVP-ETAN-371,A,Early Tanguche,7,750,900,50,0.5,25
166,SVP-ETAN-393,A,Early Tanguche,7,750,900,50,0.25,10
167,SVP-ETAN-395,A,Early Tanguche,7,750,900,50,0.75,40
168,SVP-ETAN-210,A,Early Tanguche,7,750,900,50,0.3,15
171,SVP-GUAD-98,A,Guadalupito,6,300,750,150,1.4,20
172,SVP-ETAN-316,A,Early Tanguche,7,750,900,50,4.5,80
173,SVP-ETAN-396,A,Early Tanguche,7,750,900,50,0.75,40
174,SVP-ETAN-398,A,Early Tanguche,7,750,900,50,2,100
175,SVP-ETAN-399,A,Early Tanguche,7,750,900,50,2,100
176,SVP-ETAN-400,A,Early Tanguche,7,750,900,50,0.5,25
177,SVP-ETAN-315,A,Early Tanguche,7,750,900,50,0.25,10
178,SVP-GUAD-132,A,Guadalupito,6,300,750,150,3.6,200
178,SVP-ETAN-193,A,Early Tanguche,7,750,900,50,1.4,50
180,SVP-ETAN-314,A,Early Tanguche,7,750,900,50,0.5,10
181,SVP-ETAN-397,A,Early Tanguche,7,750,900,50,0.25,10
182,SVP-ETAN-370,A,Early Tanguche,7,750,900,50,2.8,140
183,SVP-ETAN-401,A,Early Tanguche,7,750,900,50,1.5,75
183,SVP-LTR-77,B,Late Tambo Real,10,1470,1532,20.66666667,1.5,20
184,SVP-GUAD-97,A,Guadalupito,6,300,750,150,3.6,360
185,SVP-ETAN-310,A,Early Tanguche,7,750,900,50,1.7,25
186,SVP-ESUCH-130,A,Early Suchimancillo,4,-100,100,66.66666667,5.85,
187,SVP-ETAN-176,A,Early Tanguche,7,750,900,50,1,100
188,SVP-ETAN-293,A,Early Tanguche,7,750,900,50,0.5,10
189,SVP-ETAN-311,A,Early Tanguche,7,750,900,50,1,15
190,SVP-ETAN-313,A,Early Tanguche,7,750,900,50,0.1,5
191,SVP-ETAN-309,A,Early Tanguche,7,750,900,50,2.5,35
192,SVP-GUAD-133,A,Guadalupito,6,300,750,150,5.6,560
193,SVP-ETAN-243,A,Early Tanguche,7,750,900,50,1.6,25
194,SVP-ETAN-304,A,Early Tanguche,7,750,900,50,3.1,75
195,SVP-ETAN-312,A,Early Tanguche,7,750,900,50,0.5,5
196,SVP-LTR-64,A,Late Tambo Real,10,1470,1532,20.66666667,7.9,395
197,SVP-ETAN-369,A,Early Tanguche,7,750,900,50,1.1,55
198,SVP-ETAN-244,A,Early Tanguche,7,750,900,50,0.1,5
199,SVP-ESUCH-115,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,25
202,SVP-LSUCH-142,A,Late Suchimancillo,5,100,500,133.3333333,2.5,10
202,SVP-ETAN-166,B,Early Tanguche,7,750,900,50,2.5,125
202,SVP-LTR-35,D,Late Tambo Real,10,1470,1532,20.66666667,1.4,70
203,SVP-ETAN-170,A,Early Tanguche,7,750,900,50,0.7,35
204,SVP-ETAN-292,A,Early Tanguche,7,750,900,50,0.3,5
205,SVP-ETAN-303,A,Early Tanguche,7,750,900,50,0.8,40
206,SVP-ETAN-211,A,Early Tanguche,7,750,900,50,0.7,70
208,SVP-GUAD-68,A,Guadalupito,6,300,750,150,0.25,25
210,SVP-ETAN-122,A,Early Tanguche,7,750,900,50,1,50
211,SVP-LTR-62,A,Late Tambo Real,10,1470,1532,20.66666667,0.9,45
212,SVP-ETAN-242,A,Early Tanguche,7,750,900,50,3.3,50
213,SVP-ETAN-139,A,Early Tanguche,7,750,900,50,0.75,10
216,SVP-LTR-61,A,Late Tambo Real,10,1470,1532,20.66666667,1.4,70
219,SVP-ETAN-245,A,Early Tanguche,7,750,900,50,0.1,5
220,SVP-ETAN-138,A,Early Tanguche,7,750,900,50,0.5,50
221,SVP-GUAD-67,A,Guadalupito,6,300,750,150,0.7,50
222,SVP-ESUCH-114,A,Early Suchimancillo,4,-100,100,66.66666667,0.25,5
222,SVP-ETR-23,B,Early Tambo Real,9,1100,1470,123.3333333,0.5,5
224,SVP-ETAN-302,A,Early Tanguche,7,750,900,50,2.5,40
225,SVP-ETAN-307,A,Early Tanguche,7,750,900,50,0.5,5
226,SVP-ETAN-368,A,Early Tanguche,7,750,900,50,1.25,60
228,SVP-ESUCH-116,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
228,SVP-LTR-22,B,Late Tambo Real,10,1470,1532,20.66666667,0.5,25
229,SVP-GUAD-65,A,Guadalupito,6,300,750,150,1.1,75
230,SVP-ETAN-212,A,Early Tanguche,7,750,900,50,0.7,70
231,SVP-LTR-21,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,50
232,SVP-GUAD-63,A,Guadalupito,6,300,750,150,1.4,100
233,SVP-ETAN-124,A,Early Tanguche,7,750,900,50,0.75,35
234,SVP-ETAN-120,A,Early Tanguche,7,750,900,50,0.5,25
235,SVP-ETAN-291,A,Early Tanguche,7,750,900,50,0.5,5
236,SVP-ETAN-367,A,Early Tanguche,7,750,900,50,0.3,5
239,SVP-GUAD-161,A,Guadalupito,6,300,750,150,4.1,410
240,SVP-GUAD-150,A,Guadalupito,6,300,750,150,3.8,190
241,SVP-LTR-23,A,Late Tambo Real,10,1470,1532,20.66666667,0.25,25
244,SVP-LTR-15,A,Late Tambo Real,10,1470,1532,20.66666667,0.25,25
245,SVP-LTR-66,A,Late Tambo Real,10,1470,1532,20.66666667,2,100
250,SVP-LTR-20,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,50
253,SVP-ETAN-306,A,Early Tanguche,7,750,900,50,1,20
255,SVP-ETAN-140,A,Early Tanguche,7,750,900,50,0.75,75
258,SVP-GUAD-137,A,Guadalupito,6,300,750,150,1.8,180
259,SVP-LTR-24,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,50
261,SVP-ETAN-121,A,Early Tanguche,7,750,900,50,0.75,35
262,SVP-ETAN-213,A,Early Tanguche,7,750,900,50,0.2,20
267,SVP-LTR-60,A,Late Tambo Real,10,1470,1532,20.66666667,2,100
269,SVP-LTR-59,A,Late Tambo Real,10,1470,1532,20.66666667,1.1,55
271,SVP-LSUCH-139,A,Late Suchimancillo,5,100,500,133.3333333,1.25,125
272,SVP-ETAN-300,A,Early Tanguche,7,750,900,50,0.75,40
273,SVP-ETAN-305,A,Early Tanguche,7,750,900,50,0.5,5
275,SVP-ETAN-290,A,Early Tanguche,7,750,900,50,1,15
276,SVP-ETAN-301,A,Early Tanguche,7,750,900,50,0.5,25
281,SVP-ESUCH-125,A,Early Suchimancillo,4,-100,100,66.66666667,4.8,180
281,SVP-GUAD-134,B,Guadalupito,6,300,750,150,1.1,100
281,SVP-ETAN-192,B,Early Tanguche,7,750,900,50,0.9,90
281,SVP-ETR-35,C,Early Tambo Real,9,1100,1470,123.3333333,2.25,225
283,SVP-ETAN-215,A,Early Tanguche,7,750,900,50,1.5,150
284,SVP-ETAN-214,A,Early Tanguche,7,750,900,50,0.3,5
287,SVP-ETAN-366,A,Early Tanguche,7,750,900,50,2,50
288,SVP-ETAN-216,A,Early Tanguche,7,750,900,50,0.8,80
292,SVP-LTR-52,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,25
294,SVP-ETAN-141,A,Early Tanguche,7,750,900,50,1.1,110
295,SVP-ETAN-289,A,Early Tanguche,7,750,900,50,0.5,5
300,SVP-ETAN-161,A,Early Tanguche,7,750,900,50,1.1,110
300,SVP-ETR-24,B,Early Tambo Real,9,1100,1470,123.3333333,1.1,55
304,SVP-LTR-58,A,Late Tambo Real,10,1470,1532,20.66666667,0.7,35
305,SVP-ETAN-143,A,Early Tanguche,7,750,900,50,1.1,110
306,SVP-ETAN-288,A,Early Tanguche,7,750,900,50,0.8,10
307,SVP-ETAN-403,A,Early Tanguche,7,750,900,50,0.25,5
312,SVP-ETAN-134,A,Early Tanguche,7,750,900,50,1,100
313,SVP-LTR-76,A,Late Tambo Real,10,1470,1532,20.66666667,0.8,40
314,SVP-ETAN-308,A,Early Tanguche,7,750,900,50,1,10
315,SVP-ETAN-217,A,Early Tanguche,7,750,900,50,0.5,50
317,SVP-ETAN-402,A,Early Tanguche,7,750,900,50,0.25,5
318,SVP-GUAD-174,A,Guadalupito,6,300,750,150,0.25,5
318,SVP-LTR-67,B,Late Tambo Real,10,1470,1532,20.66666667,0.25,5
319,SVP-ETAN-287,A,Early Tanguche,7,750,900,50,0.8,10
320,SVP-ETAN-159,A,Early Tanguche,7,750,900,50,1.6,160
321,SVP-ETAN-133,A,Early Tanguche,7,750,900,50,0.7,70
322,SVP-ETAN-218,A,Early Tanguche,7,750,900,50,0.4,40
323,SVP-GUAD-135,A,Guadalupito,6,300,750,150,6.3,575
324,SVP-LSUCH-148,A,Late Suchimancillo,5,100,500,133.3333333,6.3,315
325,SVP-LTR-51,A,Late Tambo Real,10,1470,1532,20.66666667,0.5,50
326,SVP-ETAN-154,A,Early Tanguche,7,750,900,50,1,100
327,SVP-ETAN-136,A,Early Tanguche,7,750,900,50,8.25,2060
329,SVP-ETAN-119,A,Early Tanguche,7,750,900,50,0.5,25
330,SVP-ESUCH-107,A,Early Suchimancillo,4,-100,100,66.66666667,3,45
331,SVP-ETAN-365,A,Early Tanguche,7,750,900,50,0.5,10
332,SVP-LSUCH-135,A,Late Suchimancillo,5,100,500,133.3333333,1.4,140
332,SVP-ETAN-135,B,Early Tanguche,7,750,900,50,1,15
332,SVP-LTAN-43,B,Late Tanguche,8,900,1100,66.66666667,1.1,55
333,SVP-LTR-57,A,Late Tambo Real,10,1470,1532,20.66666667,1.1,55
334,SVP-LTR-47,A,Late Tambo Real,10,1470,1532,20.66666667,16.5,1650
336,SVP-ETAN-285,A,Early Tanguche,7,750,900,50,1.1,15
337,SVP-LTR-27,A,Late Tambo Real,10,1470,1532,20.66666667,1.4,100
338,SVP-ETAN-156,A,Early Tanguche,7,750,900,50,2.25,225
339,SVP-ETAN-132,A,Early Tanguche,7,750,900,50,1.5,150
341,SVP-ETAN-219,A,Early Tanguche,7,750,900,50,0.9,90
342,SVP-GUAD-201,A,Guadalupito,6,300,750,150,6.5,650
343,SVP-ETAN-155,A,Early Tanguche,7,750,900,50,4.3,430
344,SVP-LSUCH-127,A,Late Suchimancillo,5,100,500,133.3333333,0.5,50
344,SVP-LTR-9,B,Late Tambo Real,10,1470,1532,20.66666667,1,50
345,SVP-ETAN-286,A,Early Tanguche,7,750,900,50,1,20
346,SVP-ETAN-189,A,Early Tanguche,7,750,900,50,5.9,590
346,SVP-LTAN-47,A,Late Tanguche,8,900,1100,200,5.6,560
346,SVP-ETR-33,A,Early Tambo Real,9,1100,1470,123.3333333,5,500
347,SVP-ESUCH-106,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
349,SVP-ETAN-284,A,Early Tanguche,7,750,900,50,0.5,10
350,SVP-ETAN-130,A,Early Tanguche,7,750,900,50,2.25,225
351,SVP-ETAN-128,A,Early Tanguche,7,750,900,50,0.75,75
352,SVP-GUAD-61,A,Guadalupito,6,300,750,150,0.9,75
353,SVP-ETAN-364,A,Early Tanguche,7,750,900,50,1.1,35
354,SVP-ETAN-220,A,Early Tanguche,7,750,900,50,0.3,30
356,SVP-GUAD-57,A,Guadalupito,6,300,750,150,2.25,150
357,SVP-LTR-18,A,Late Tambo Real,10,1470,1532,20.66666667,1.6,160
360,SVP-ETAN-283,A,Early Tanguche,7,750,900,50,0.8,20
361,SVP-VIN-33,A,Vinzos,3,-500,-100,133.3333333,4,400
362,SVP-GUAD-56,A,Guadalupito,6,300,750,150,1.4,50
363,SVP-ESUCH-105,A,Early Suchimancillo,4,-100,100,66.66666667,0.5,50
364,SVP-GUAD-48,A,Guadalupito,6,300,750,150,1.6,100
364,SVP-ETAN-106,A,Early Tanguche,7,750,900,50,1.6,80
365,SVP-ETAN-280,A,Early Tanguche,7,750,900,50,0.25,5
366,SVP-VIN-32,A,Vinzos,3,-500,-100,133.3333333,0.25,25
368,SVP-ETAN-363,A,Early Tanguche,7,750,900,50,0.5,15
369,SVP-VIN-31,A,Vinzos,3,-500,-100,133.3333333,0.5,50
370,SVP-GUAD-54,A,Guadalupito,6,300,750,150,1.4,100
372,SVP-ETAN-282,A,Early Tanguche,7,750,900,50,0.5,25
373,SVP-ETAN-221,A,Early Tanguche,7,750,900,50,0.8,80
374,SVP-GUAD-127,A,Guadalupito,6,300,750,150,1.1,275
375,SVP-LTR-48,A,Late Tambo Real,10,1470,1532,20.66666667,2.25,110
378,SVP-ESUCH-104,A,Early Suchimancillo,4,-100,100,66.66666667,1,50
379,SVP-ETAN-105,A,Early Tanguche,7,750,900,50,2.25,115
381,SVP-ETAN-279,A,Early Tanguche,7,750,900,50,2,30
382,SVP-ETAN-281,A,Early Tanguche,7,750,900,50,0.8,10
383,SVP-ETAN-142,A,Early Tanguche,7,750,900,50,7.2,1800
384,SVP-LTAN-42,A,Late Tanguche,8,900,1100,66.66666667,3.4,340
384,SVP-ETR-22,A,Early Tambo Real,9,1100,1470,123.3333333,3.4,170
386,SVP-ETAN-103,A,Early Tanguche,7,750,900,50,1,50
387,SVP-ETR-34,A,Early Tambo Real,9,1100,1470,123.3333333,2.5,250
387,SVP-LTR-55,A,Late Tambo Real,10,1470,1532,20.66666667,2.25,110
388,SVP-ETAN-95,A,Early Tanguche,7,750,900,50,1.1,55
389,SVP-ETAN-362,A,Early Tanguche,7,750,900,50,0.8,10
390,SVP-LTR-54,A,Late Tambo Real,10,1470,1532,20.66666667,0.9,45
391,SVP-VIN-34,A,Vinzos,3,-500,-100,133.3333333,2.7,135
394,SVP-ETAN-404,A,Early Tanguche,7,750,900,50,55,5500
